Name,CitationsPerPaper
Adam G. M.+Lewis,0.0
Denis+Entemeyer,18.0
Sangeeta+Chakrabarti,0.6666666666666666
Guido+Germano,7.714285714285714
Michael W.+Holmes,10.0
Tilman+Esslinger,76.32432432432432
Ryoji+Miyazaki,1.0
Tsukasa+Shirahata,17.0
Chris+Ray,11.0
Yutaka+Shirata,44.0
Krishnendu+Maity,4.0
Neil+Hunt,15.0
Léon+Van Hove,203.88888888888889
Camille+Gillot,0.0
Mikaël+Dhen,1.5
Keisuke+Nishiwaki,1.0
Achim+Wirth,13.0
Beata J.+Dąbrowska-Wüster,17.5
Vitaly N.+Golovach,43.25
Janusz+Karpinski,5.6
Conrad+Miziumski,3.0
Harold+Richter,5.0
Christina+Oettmeier,3.0
Alexander V.+Kozlov,1.0
Michèle+Meyer-Lévy,4.0
Tommaso+Giannantonio,18.90909090909091
Nguyen Quang+Liem,1.5
Lars+Hemmingsen,0.0
Krzysztof+Wasylka,1.0
Longfei+Wang,0.0
Adam E.+Mattacchione,11.0
Zikri+Altun,10.75
Maximilian+Russ,2.8
Claude+Adam,8.0
Youngho+Kang,2.5
Sigurdur Ingi+Erlingsson,0.0
Sylvère+Said,1.0
Christiane+Normand,81.0
Angelika+Hähnel,5.0
Naoki+Iwamoto,18.82608695652174
Valentin G.+Davydov,20.0
William J.+Alston,5.0
Rebecca S.+Coats,0.0
Friedrich+Schöller,3.5
Tine+Curk,0.0
Austin+Leach,35.0
Yoshiki+Ueno,0.0
Gabriela+Caldera-Cabral,27.333333333333332
Alexander L.+Chinchilli,6.0
Antoine+Vinçotte,14.0
Tatiana A.+Pikuz,0.0
Mirosław+Załużny,1.0
Dimitri+Kirillov,5.0
Steven H.+Adachi,2.0
Yaroslav+Shchur,5.0
Manuel+Rispler,2.0
Gugliemo+Rubinacci,3.0
Timothy J.+Haugan,1.0
Nadine+Schütz,1.0
Ghanim+Ullah,2.0
Dario+Schalla,5.333333333333333
Arnold+Shih,37.0
Keiji+Horioka,20.0
Jeff W.+Sharp,0.0
Parsa+Zamankhan,3.5
Amy L.+Rovelstad,1.0
Miyuki+Shinno,0.0
Hiroshi+Nakatsuji,13.333333333333334
Aveek+Bid,6.5
Hiroto+Shoji,2.3333333333333335
Takashi+Fukui,1.6666666666666667
Paramita+Dutta,0.0
Scott+Aaronson,9.142857142857142
Marie-Luise+Menzel,1.0
Manu+Jaiswal,1.0
Carmen+Tilmaciu,0.0
Markus+Eiswirth,2.0
Florian+Grüner,1.0
Wonsuk+Choi,15.0
Shalva+Amiranashvili,1.5
Luciano+Pietronero,7.25
Charles M.+Pépin,2.0
Divine+Kumah,0.0
Yosikazu+Isikawa,3.857142857142857
Pouya+Khayyatzadeh,0.0
Hisashi+Chiba,9.75
Luigi+Palatella,6.75
Tyson+Littenberg,2.0
Jacqueline+Appell,3.0
Aniruddha+Konar,10.857142857142858
Tomonori+Shimizu,1.0
James F.+Hornig,0.0
Mahmoud A.+Hasan,4.111111111111111
Quitterie+Nau,3.0
Tina+Clausnitzer,4.0
Philipp+Zedler,4.75
Siddharth+Arora,2.0
Adam+Mielnik-Pyszczorski,0.0
Gunnar+Bali,3.0
Kanji+Fujii,4.545454545454546
Angela D.+Lueking,3.0
Stewart+Shen,7.0
Isidore+Last,11.083333333333334
Marc+De Graef,3.0
Ünver+Çiftçi,2.0
Hans+Fangohr,7.333333333333333
Gilberto+Fabbris,0.0
Gordana+Vunjak-Novakovic,0.0
Suman Kumar+Banik,7.111111111111111
Sverre M.+Selbach,10.5
Derek W.+Watson,1.0
Niels+Marquardt,1.0
Jagannathan+Geetha,4.0
Khan+Lim,7.0
Charles L.+Gravel,2.5
James C.+Simpson,0.0
Gonzalo+Palma,13.5
Magnus Hårdensson+Berntsen,0.0
Kozo+Mochiji,2.6666666666666665
Martina+Ahlberg,2.5
Nathan B.+Gilfoy,35.0
Dmitry O.+Krimer,5.461538461538462
Ofer+Zeitouni,0.0
Udo+Hartmann,5.0
Premlata+Yadav,0.0
Franklin+Lonberg,32.0
Esmaiel+Pourjafarabadi,1.0
Sandro+Meloni,7.571428571428571
Ole+Host,1.0
Hiroshi+Komatsugawa,4.5
Slavomír+Mat’aš,3.5
Carles+Milián,2.0
Vladimir A.+Belinski,1.0
Boris N.+Narozhny,7.25
Josh+Kemp,4.0
Béatrice+Bonga,4.8
Charles Ray+Smith,14.333333333333334
Hainam+Do,0.0
Yukio+Kikuchi,0.2
Masayo+Suzuki,4.5
Guido+Fratesi,1.625
Svetlana P.+Nikitenkova,3.0
Philippe+Peyla,6.3076923076923075
Annamaria+Petrozza,0.0
Jorge A.+Ressia,0.0
Wesley+Armour,8.0
Felipe+Herrera,8.4
Mario+Soler,6.2
Rajesh+Jana,0.0
Kyohei+Katsuki,3.0
Paolo+Bosetti,3.0
Albert J.+Jin,25.75
Arnaldo J.+Vargas,12.0
Ching Hsien+Li,18.0
Michael W.+Carter,5.0
Alexander+Puretzky,2.0
Daiki+Akimoto,4.0
Tadeusz+Balcerzak,2.6
Shau+Grossman,6.0
Mihai+Stoica,0.0
Anne-Laure+Pérou,16.0
Didier+Felbacq,4.454545454545454
James R.+Durrant,4.666666666666667
Arne M.+Johannessen,3.0
Mikhail A.+Smondyrev,1.5
Ari+Mizel,12.52
Yohsuke+Murao,9.0
Kęstutis+Steponkevičius,2.0
Zackaria+Chacko,7.75
Marc+Chemtob,3.3333333333333335
Andre+Stesmans,1.3333333333333333
Barrett+Rogers,1.0
Matthew+Allen,17.0
Tommi+Markkanen,3.0
Martin+Heeney,6.25
Ingo+Schwarze,5.5
Rajmund+Mokso,4.666666666666667
Daniele+Montanino,16.25
Hajime+Inaoka,10.8
Daniele+De Martino,6.25
Tomohiro+Harada,8.805970149253731
Muhammad Salihi Abdul+Hadi,0.0
Sune+Svanberg,35.666666666666664
Dmitry Yu.+Ivanov,0.0
Torsten+Kühne,8.0
Tamara+Nikšić,1.75
Jaesun+Lee,3.0
Rockson+Chang,4.5
Armin+Burgmeier,1.0
Michał+Piróg,1.0
Horace H.+Lester,0.0
Oliver J.+Curtin,0.0
Masahito+Sugimoto,37.0
Charles L.+Brooks III,2.0
Karl J.+Runge,23.727272727272727
William A.+Hiscock,16.784313725490197
Russell H.+TerBeek,2.25
Rémi+Lazzari,5.0
Dimitri+Debruyne,27.0
Roger A.+Hegstrom,12.181818181818182
Matteo+Calandra Buonaura,70.0
Subir+Mohan,0.0
Valerie A.+Norton,4.0
Markus Jan+Weygand,2.0
Sumanth+Kaushik,18.0
Hirotaka+Ohno,1.0
Christoph+Etrich,4.625
Donald W.+Davies,6.8
Michael+Clark,0.0
Nurith+Schupper,13.833333333333334
Kandaswamy+Subramanian,14.894736842105264
Nikita+Ter-Oganessian,1.0
Samuel D.+Stranks,2.0
Hisaaki+Tanaka,2.2857142857142856
Philippe+Debray,63.0
Yosef+Kornbluth,2.0
Amy M.+Keesee,8.0
Aditya D.+Mohite,1.0
Vinzenz+Koning,0.0
Patrice+Limelette,4.0
Dennis L.+Matthews,7.555555555555555
Shovon+Pal,0.0
Dheeraj+Singh,4.0
Seth A.+Marvel,5.5
Nirajan+Mandal,0.0
Ö+Haugerud,2.0
Jasmeet+Singh,0.0
Emanuele+Zorzan,1.0
Dominik+Gresch,2.0
Manfred+Neiger,10.0
Satoshi+Nawata,9.75
Ibrahim+Mustafa,0.0
Girish C.+Tewari,0.0
Daniele+Passerone,3.3636363636363638
Santo+Gibilisco,1.6666666666666667
Michie+Koyama,0.0
Alessandra+Silvestri,22.761904761904763
Jonathan P.+Newman,1.0
Niklas+Hellgren,6.8
Keith A.+Britt,1.0
Diego J.+Navarro,5.0
Fabian+Schmidt,13.166666666666666
Haobin+Luo,1.0
Maxim+Zabzine,0.5
A. M. Kamal+Saadi,17.0
M. Zahirul+Alam,0.0
Pier Paolo+Baruselli,4.666666666666667
Wonsik+Kim,1.0
Lorenzo+Marrucci,9.0
Rodrigo+Sato,0.0
Ramesh+Narayan,4.0
G. Della+Valle,4.5
Kõu+Timpmann,0.0
Arnab+Kundu,5.0
Jeffrey T.+Morgan,4.0
Kimihide+Nishimura,0.0
Dante Marvin+Kennes,0.0
Erasmo A.+de Andrada e Silva,11.571428571428571
Nitin+Samarth,10.133333333333333
Sonia+Boscolo,2.0
Zach+Wilbanks,0.0
Joshua+Horowitz,11.0
Basil M.+Altaie,7.0
Marek+Skowronski,5.0
Yoshiichi+Fukuda,8.0
Gunther+Schoeck,0.75
Marie José+Casanove,19.0
Rajeev+Ahuja,6.153846153846154
Christian+Frischkorn,18.666666666666668
Donald A.+Nelson,7.25
Srinivas+Paruchuri,0.0
Atsushi+Tero,5.5
Eyal+Cornfeld,5.5
Spencer G.+Farrell,0.0
Oleg+Yaroshchuk,4.5
Michael R.+Allshouse,0.6666666666666666
Sergei+Dyda,8.0
Sara+Della Monaca,3.0
Pablo+García-González,9.0
Mikel+Susperregi,3.0
Sten+Heikman,4.0
Pham+Xuan-Yem,0.0
Victor A.+Danilov,5.0
Oleg+Mryasov,6.0
Rafael N.+Alexander,2.25
Olof+Bengtsson,3.0
Bikash Chandra+Paul,3.25
Michael+Shin,4.666666666666667
Pengshuai+Wang,13.0
Ghassan G.+Batrouni,10.5
F. Karimi Pour+Haddadan,5.0
Michikazu+Hara,0.0
Michiel+Wouters,18.448275862068964
Charles R.+Evans,19.4375
Peter+Hadley,91.0
Marco+Cosentino Lagomarsino,2.1666666666666665
Hazem+El-Rabii,0.6666666666666666
Maciej+Kozarzewski,0.0
Tatiana A.+Voytova,1.0
WOLFGANG+ZERNIK,4.0
Mladen+Martinis,0.0
Sean J.+O’Shea,2.6666666666666665
Michael R.+Fellinger,3.6666666666666665
Matija+Vidmar,27.0
Jadambaa+Khuyagbaatar,3.0
Neil D.+Lambert,0.3333333333333333
Erika+Eiser,4.75
Yaojin+Wang,0.5
Radek+Stompor,1.5
Linda Y.+Lim,15.0
William E.+Dibble,0.0
Taehyoung+Zyung,1.0
Reinhard+Dörner,5.8
Sergei V.+Krivov,1.8
Carlos+Hidalgo,1.0
J. Warren+Stearns,8.636363636363637
William Gordon+Ritter,0.0
Günter+Sigl,17.282608695652176
Hannu+Häkkinen,18.333333333333332
Yoshito+Onishi,3.0
D. Lloyd+Owen,7.5
Masamichi+Nakajima,35.0
Hartmut+Schimming,4.0
Peter Glyn+Williams,4.0
Nasser+Maleki,7.25
András+Sütö,2.0
Jasper A.+Jackson,8.0
Elvira+Martín del Río,11.0
Manju+Srivastava,0.0
Amnon+Meisels,17.666666666666668
Sergey V.+Garnov,4.0
Matthieu J.+Mercier,0.0
Wieslaw+Leoński,2.3333333333333335
Fariha+Nasir,13.0
Irving J.+Bigio,16.666666666666668
Donald D.+Briglia,10.0
Rodolfo J.+Slobodrian,6.666666666666667
Oswald+Willi,6.333333333333333
Omri+Regev,1.0
Nicola+Scafetta,11.125
Fumihiro+Wajima,12.0
Sunghwan+Rim,6.523809523809524
Antonino+Di Piazza,7.777777777777778
Rani+Devi,1.8571428571428572
Maximilian J.+Seitner,4.333333333333333
Pirooz+Mohazzabi,0.5
Dylan+Haas,10.0
Henry+Shenker,8.0
Hisakazu+Nakamaru,1.0
Helmut+Hegger,5.5
Jorge G.+Hirsch,7.0
Jens+Kirchner,2.0
Masahiro+Yamashita,3.5833333333333335
Mariana+Diaconu,5.0
Takuya+Sano,69.0
Angelo+Malachias,2.0
Agam K.+Jha,0.0
Igor+Barsukov,5.0
Donald I.+Gale,11.0
Klaus+Heinz,2.8
James+Bardeen,58.0
Mami+Suzuki,7.0
Pankaj A.+Apte,1.0
José+Onuchic,2.0
Roni+Harnik,27.782608695652176
Assis F.+Martins,2.0
Fanouria+Antoniou,1.0
Maxence+Lepers,3.0
Victor+Levadnyy,0.0
Haohua+Wang,0.0
Sylvie+Hanifi-Kadi,3.0
Jinsong+Hua,1.0
Rakibur+Rahman,5.4
Karla+Morris,7.0
Adeline+Crépieux,8.083333333333334
Corentin+Coulais,12.0
Laurent+Cormier,3.0
Jannes+Jegminat,0.0
Ranga P.+Dias,1.6666666666666667
Wade T.+Rogers,10.75
Yinchieh+Lai,4.444444444444445
Sebastian C.+Kapfer,4.0
Andreas+Alvermann,45.0
Atul S.+Arora,1.0
Rocío+Jáuregui,8.5
Alec+Pawling,2.0
Yigil+Cho,3.0
Lewis S.+Combes,0.0
Beate+Heinemann,2.0
Gerd+Fischer,19.0
Gilbert+Chu,6.4
Mikhail I.+Denisov,2.0
Brad R.+Weiner,0.0
Stefan+Bleil,19.0
Anastasia V.+Bochenkova,0.0
Annie+Le Calvez,1.0
Anas+Al Bastami,2.0
Riccardo A. G.+Cinelli,5.0
Henry+Fenichel,6.0
Christian+Enss,13.0
Andrea+Alù,11.73913043478261
Malin+Nilsson,0.0
Hicham+Agueny,0.0
Kazuo+Tsumurya,0.0
Jakub+Jȩdrak,0.0
Manuel+Tiglio,14.0
Michael G.+Poirier,4.0
Terrence P.+Walker,14.5
Jason R.+Ensher,143.0
Kouichi+Waseda,0.0
Maheshwar+Sharon,0.0
Patrick F.+O’Mahony,33.0
Henry+Fischer,2.0
Bernhard+Dischler,0.0
Casper+Drukier,8.0
Atsushi+Noro,2.0
Takehiko+Ishikawa,0.0
Adrian J.+D’Alfonso,2.3333333333333335
Akiko+Hasegawa,70.0
Zoltán+Sternovsky,1.0
Peter L.+Knight,21.96153846153846
Luca+Bugliaro,2.0
Raymond A.+Bair,40.0
Mineo+Kobayashi,15.0
Gareth+Griffiths,1.0
Frank X.+Timmes,56.0
Marius+Oltean,2.3333333333333335
Hartmut+Dücker,1.0
Jürgen+Hinze,3.0
Roger C.+Hart,19.0
Antti+Lignell,0.0
Fatih+Dogan,4.0
Louis T.+More,2.0
Gordon W.+Wares,3.0
Alexander+Rozenberg,4.0
Henrik+Nilsson,8.0
Sabrina+Camargo,1.0
Margaret+Reid,19.0
Peter+Talkner,32.67857142857143
Boris A.+Khoruzhenko,20.0
Janyce+Franc,3.0
Alicja+Konieczny,2.0
Popo+Yang,0.0
Didier+Lemoine,0.5
Manfred+Buck,3.0
Ruth+Signorell,1.0
M. Marvin+Seibert,5.0
Tom+Burch,87.66666666666667
Levente+Szabó,1.5
Harry+Saal,21.5
Atsushi+Yoshizawa,0.0
Bernard F.+Burke,3.0
Mihail+Fardis,2.0
Goutam+Sheet,9.857142857142858
Takako+Iizuka-Sakano,7.666666666666667
Horst+Köppel,3.642857142857143
Prasanta+Sen,1.0
Wataru+Sasaki,0.0
Colin S.+Wallace,12.0
Masayuki+Igashira,1.0
Franesco+Guerra,15.0
Burkhard+Renker,0.0
Adrian+Quesada,1.0
Arthur A.+Evett,7.0
Anoop K.+Dass,0.5
Utkur+Mirsaidov,0.0
Uwe+Scholz,3.0
Petros N.+Argyres,21.181818181818183
Satohiro+Tajima,0.0
Kuiru+Li,15.6
Stefan+Christlmeier,3.0
Rocio+Jáuregui,2.0
Amol K.+Thakre,7.0
Yusuf A.+Kinkhabwala,3.0
Yulei+Han,0.0
Shibabrata+Nandi,94.0
François+Montel,2.5
Shusaku+Noda,17.0
Piotr+Stȩpnicki,0.0
Bruce G.+Oldaker,52.0
Koichiro+Tanaka,5.913043478260869
Iman+Lashgari,2.0
Andrea+Cappelli,8.0
Victor+Maroni,2.0
Andreas+Ringwald,14.588235294117647
Vikas P.+Sukhatme,0.0
Yoji+Yamato,9.0
Rory+Coker,17.0
Samuel+Koróny,0.0
Khaled A.+Al-Hassanieh,7.5
Ralph A.+Lowry,5.0
Kyungho+Oh,0.6666666666666666
D. Tristan+Jover,6.0
Koichi+Murata,19.0
Dennis+Bonatsos,7.288888888888889
Sivan+Refaely-Abramson,12.0
Vadim B.+Antonyuk,1.5
Vernal+Josephson,1.5
Rafael C. C.+Lopes,0.0
Hubert P.+Yockey,0.5
Michael+Geller,5.0
MunJu+Kim,15.0
Ihor+Smaga,1.0
Andreas+Freund,16.666666666666668
Benedikt+Friess,17.5
James+Lim,5.0
Reza+Asgari,11.92156862745098
Vladan+Stevanovic,8.0
Shunsuke+Yamakawa,2.0
Luciano+Falbo,1.0
Johannes+Blümlein,7.166666666666667
Toru+Aonishi,3.2857142857142856
James+Halverson,5.666666666666667
Nathan A.+Taback,12.0
Henry Douglas+Kutz,1.0
Naofumi+Aso,7.666666666666667
Guilhem+Dubois,24.0
Marvin+Goldberg,4.666666666666667
Scott C.+Hsu,0.0
Roel+Baets,0.0
Scott W.+Sloan,0.0
Moreno+Fasolo,12.0
Marcello+Sega,2.5
Aaron+LaForge,0.5
Milton+Burton,0.0
Kfir+Blum,9.222222222222221
Yoshio+Taniguchi,0.5
Cesar Luis+Folcia,5.0
Paweł+Sałek,17.5
Syuma+Yasuzuka,1.0
Maximilian+Harlander,188.0
Jacques+Claudel,3.0
Sylvie+Hénon,10.0
Karel+Kuchař,27.0
Jozef+Dudek,70.5
Michal+Bajcsy,16.0
SungBin+Lee,16.75
Miles V.+Klein,20.105263157894736
Ken'ichi+Takano,6.5
Michael+Kappl,11.333333333333334
Gorka+Zamora,35.0
Alfredo M.+Ozorio de Almeida,2.75
Ulrich+Häussermann,3.0
Donald L.+Weinberg,202.0
Tamotsu+Hashimoto,1.5
Savitri+Agrawal,3.0
Hack+Arroe,2.5
Tihomir+Tomanic,0.0
Nicholas K.+Burgess,0.0
Maximiliano+Ujevic,7.333333333333333
Petr+Hadrava,0.0
José Alfredo+López,4.0
Gabriel+Karras,0.0
Catalin M.+Ticos,20.0
Jussi-Pekka+Penttinen,0.0
Howard A.+Boltz,3.5
Lalla Btissam+Drissi,1.0
Christian+Szasz,2.0
Raul E.+Rapp,4.0
James S.+Bullock,27.75
Giovanni Piero+Pepe,7.0
Gabriele+Untereiner,6.0
Vipul+Srivastava,1.0
Zurab+Berezhiani,9.428571428571429
Martin+Mansson,0.0
Ghasem+Forozani,2.0
Paola+Fantazzini,4.5
Wieslaw+Nowak,0.0
Daisuke+Kasuya,3.0
Michael F.+Toney,7.739130434782608
María F.+García-Parajó,4.0
Riccardo+Sapienza,27.0
Michi+Nakata,5.0
Arsen+Subashiev,1.0
Markus+Lill,2.0
Jordi+Martorell,11.5
Luc+Charron,1.0
Akira+Suda,5.416666666666667
Alexei+Gaidarzhy,22.5
Marco+Bosch,10.0
Prodromos+Daoutidis,1.0
Hajime+Sagayama,9.4
Jihn+Kim,3.0
Alexander+Eremko,8.0
Sharly+Fleischer,14.0
Nicola+Minnaja,4.0
Frederic A.+Harvey,0.0
Pierre-Antoine+Rey,7.0
Jotin+Marango,41.0
Priyanka+Chowdhury,5.0
Carlos+Mattea,1.0
Mustapha+Azreg-Aïnou,6.4
Cedric E.+Ginestet,0.0
F. Marty+Ytreberg,2.6666666666666665
Jens+Hoffmann,2.0
Olivier+Sarbach,10.708333333333334
Michael L.+Szulczewski,5.666666666666667
Johannes+Walcher,5.5
Ricky+DeVoe,8.0
Shavkat+Akhmadaliev,1.6666666666666667
Andreas C.+Liapis,1.3333333333333333
Abha+Misra,0.0
Jaegu+Kyoung,0.0
Alexander+Khein,41.5
Kyungseung+Kim,0.0
Giuseppe+Maulucci,0.0
Victoria M.+Tanusheva,3.0
Raymond F.+Jurgens,15.0
Wolfgang+Kerner,2.0
Michael L.+Corradini,1.0
Raymond W.+Mires,3.6666666666666665
Shinkoh+Nanbu,1.0
Jonathan R.+Gaunt,7.0
Timothy+Moorsom,1.0
Vladimir K.+Michaelis,24.5
Steven R.+Hunt,1.0
Luciano+dos Reis,5.0
Stanley I.+Sandler,1.5
Magali+Florens,1.0
Darren R.+Link,5.0
N. Nadia+Noharuddin,9.0
Leon+Knopoff,4.333333333333333
Katalin+Martinás,2.0
Tazumi+Nagasawa,2.0
Raffaele+Correale,1.0
Tosja+Zywietz,28.0
Gabriel+Kotliar,52.08910891089109
Kunihisa+Sugimoto,7.25
Frédéric+Risso,1.5
Salete M.+Newton,2.0
Martin+Rebetez,4.0
José M.+Montanero,5.4
James T.+Griffiths,1.0
Cameron A.+Moore,22.0
Neelima+Rani,3.0
Deena L.+Greer,1.0
Markus+Selmke,10.0
Loison+Hoi,4.0
Stefan+Petschauer,2.0
Geoffrey+Compère,7.6
Christoph H.+Schmitz,3.0
Ilya+Feige,6.25
Ferran+Gibert,3.0
Donald L.+Clark,6.5
Gregory J.+Rubinstein,1.0
Hatsumi+Mori,12.714285714285714
Patrick+Whalen,2.0
Serena+Manti,7.0
Andrei C.+Berceanu,2.0
Trevor+Hannon,0.0
Christian+Roucau,11.0
Jamal+Ben Youssef,2.0
Pawel+Redliński,17.0
Yusaku+Yamamoto,2.0
Hiraku+Nishimori,7.5
Hiromi+Unoki,10.0
Marco A.+Pravia,11.0
Andrea+Lancichinetti,17.1
Karl+Maier,1.0
Anne+Lechtken,4.5
Răzvan V.+Chereji,1.0
Tomohiro+Shibata,6.8
Francesco+De Pellegrini,1.0
Alberto+Rodríguez,2.0
Bruce P.+Jensen,19.5
Matthieu+Bijnagte,21.0
Jacqueline van+Veldhoven,10.0
Morad+Amarzguioui,26.0
Shunsuke+Sato,7.4
Sven H.+Chilton,3.0
G. Toledo+Sánchez,4.083333333333333
Carlos+Vásquez,1.0
Roland+Faller,4.0
Yujiro+Kakudo,7.0
Gerwin+Gelinck,2.0
Vincent E.+Sacksteder,3.5714285714285716
Dirk+Trauner,8.0
Anja+Hanisch-Blicharski,18.0
Pierre+Delord,0.0
Chandana+Ghatak,5.0
Susumu+Misawa,2.25
Julia E.+Medvedeva,4.0
Mehmet+Ertuğrul,2.0
Francois+Renard,3.0
Choragudi Nagaraja+Kumar,2.0
Christopher+Gilbreth,11.0
Bruno+Tomberli,1.0
Eiji+Kawasaki,3.0
Mervyn P.+Freeman,1.0
Véronique+Cayatte,0.0
Fernando+Iikawa,3.0
Rajarshi+Tiwari,0.0
Michael+Pollmann,12.5
Matthias+Kleinmann,9.470588235294118
Gavin E.+Crooks,36.77777777777778
Masafumi+Tamura,5.0
Miguel+Gusmão,5.666666666666667
Viktor V.+Poltavets,7.5
Wolfgang+Langbein,7.95
Zvi+Yaniv,13.0
Eyüp+Duman,17.0
Malcolm+Guthrie,6.333333333333333
Attilio+Milanese,7.0
Dirk+Hansen,10.0
Xinye+Zou,11.0
Sébastien+Aumaître,5.8
Andreas+Acrivos,3.125
Alexander J. F.+Hayes,5.0
Elisabeth+Kampshoff,15.0
Michael+Methfessel,37.0
Udo+Hermann,0.0
Antoine+Monmayrant,10.0
Pierre A.+Berger,1.0
Klaus+Lehnertz,5.954545454545454
João+Moreira,13.5
Jan+Schroers,4.818181818181818
Netanel+Naftalis,4.0
Johannes+Hackmann,7.666666666666667
Igor+Prokhorenkov,4.0
Michael+Ohl,0.5
Bernd+Zimmermann,5.384615384615385
Koos+Gubbels,4.0
Hsiang-Szu+Chang,29.0
Tatsuo+Fukuda,1.0
Reza Mahmoodi+Baram,9.0
Julien+Moukhtar,9.5
Ioan Mihai+Miron,9.0
Sebastian+Starosielec,4.0
Toru+Akiyama,4.714285714285714
Pedro A.+Montano,28.0
Marta+Sales,11.0
Erik+Hostens,5.8
Vadim+Makarov,10.538461538461538
Leonardo+Testi,0.0
Tom+Kennedy,108.5
Ruvi+Aviv,32.0
Reinhold+Florian,21.0
Myungkwan+Ryu,2.0
Makoto+Hashimoto,1.0
Hameed A.+Khan,3.0
Giuseppe+Falci,7.875
Claus+Lamprecht,9.5
Tsuyoshi+Aisaka,8.0
Tomasz+Pawlowski,106.33333333333333
Aaron+Warren,21.0
Arvid+Breitenbach,3.0
Tracy C.+Lovejoy,2.0
Tobias+Hurth,29.0
Christine+Leidinger,1.0
Iam-Keong+Sou,54.0
Kazuyuki+Kanaya,2.3333333333333335
Alfredo+Ramirez-Torres,3.0
Xiaodong+Cao,1.0
Louis+Felix Feiner,38.0
Sławomir+Szymański,0.0
Mariusz+Olko,0.0
Jason+Ventrella,43.0
Maurice M.+Mizrahi,0.0
Phillips R.+Jones,2.0
Hiroyuki+Nashiki,1.0
Bekbolat+Tashev,0.0
Maarten+Kruithof,43.0
Etsuya+Fukunaga,2.0
Christopher A.+Schuetz,11.0
Byeongyong+Lee,0.0
Anatoly+Potseluyko,1.0
Sebastian+Busch,0.0
Sampsa+Vihonen,5.0
Gian P.+Felcher,5.0
Peter+Amendt,7.818181818181818
Mircea+Vomir,17.0
Mohindar S.+Seehra,7.7727272727272725
Minoru+Nagai,6.2
J. Kent+Blasie,3.25
Tatsuya+Usuki,6.25
Cláudio S.+Shida,0.0
Valery+Dubov,2.0
Morten+Willatzen,1.0
Ney José+Luiggi A.,0.0
Norman+Margolus,151.66666666666666
Osvaldo+Moreschi,3.0
Karlheinz+Lier,30.0
Jesper+Bruun,1.0
Ross B.+McDonald,0.0
Yoav+Yadin,0.0
Marco+Bernasconi,4.24
Jürgen+Neuhaus,4.0
Lukas+Hanschke,14.0
Pekka+Pietiläinen,15.91304347826087
Christopher+Deeney,1.0
Christian+Scheeren,1.0
Marie+Lopez del Puerto,4.0
Bertrand G.+Giraud,12.0
Marco+Roncaglia,3.1666666666666665
Xiaopin+Zhang,12.0
Huijun+Zhao,0.0
Jeff+Marshman,1.0
Martin Michael+Müller,7.125
Diego H.+Correa,7.0
Samuel A.+Alterovitz,4.666666666666667
Patrick+Grahn,1.0
Andrés+García-Castillo,1.0
Emmanuel I.+Rashba,31.653846153846153
Kristinn+Juliusson,0.0
Kosuke+Nomura,12.4
Bruno+Giacomazzo,37.625
José Eduardo M.+Hornos,1.5
Shuigeng+Zhou,5.916666666666667
Olga+Ivanova,4.0
Yusuke+Suda,1.0
Haijun+Wang,0.0
Charalampos M.+Markakis,6.333333333333333
Nadeem+Javid,5.0
Frank+Bridges,8.052631578947368
Jose F. D.+Chubaci,1.0
Emile D. L.+Rienks,12.142857142857142
Clemens+Wagner,0.0
Gonçalo M.+Quinta,1.8333333333333333
Antonino+Marcianò,4.9375
Tomohiro+Yoshida,3.875
Boris+Bolliet,2.75
Devendra+Prakash,3.0
Catherine+Marcoux,0.6666666666666666
Matteo+Marsili,17.862068965517242
Guillermo+Ramirez-Santiago,21.0
Bruce C.+Nicoll,0.0
Martin+Weitz,14.142857142857142
Gautier+Solard,3.0
Igor V.+Mishakov,6.333333333333333
Jangho+Kim,6.5
Alexandros+Koutsioubas,0.5
Gastón E.+Giribet,0.0
Sigurd+Sannan,15.0
Akihiro+Fujihara,1.5
James C.+Booth,7.25
Akihiro+Nojima,0.0
Youngho+Park,4.0
Ramanathan+Suryanarayanan,0.0
Till+Vorrath,9.0
Anna I.+Cowan,3.0
Takahiro+Ueda,1.5555555555555556
Hugo+Wioland,20.0
Vadim+Kaplunovsky,2.0
Hiroaki+Koizumi,31.0
Walter M.+Tuzel,2.0
Jaan+Noolandi,13.0
Nikola+Šibalić,0.0
Alexander+Blinne,5.5
Carsten+Schäfer,27.5
L. Wayne+Swenson,0.0
Tsuyoshi+Matsuo,0.0
Sérgio+Azevedo,4.0
Marie-Pierre+Valignat,1.0
Oliver+Schebaum,8.0
Armen+Apyan,0.0
Hervé+Vezin,4.0
Alexandre A.+Araújo,2.0
Nolan C.+Harris,8.666666666666666
Vyacheslav R.+Misko,19.75
Masatsugu+Nishi,5.333333333333333
Pamir+Talazan,14.0
Hema+Iyer,1.0
Dmitry+Sokoloff ,15.0
Aroon+Beesham,0.0
William C.+Martin,2.5
Hsu+Chang,1.0
Ankur+Miglani,0.5
Wieslaw+Miklaszewski,128.0
Vladan+Stevanović,5.625
Randal L.+Kobes,8.333333333333334
Michael J.+Peardon,49.2
János+Hebling,7.25
Steve R.+Andrews,31.0
Santosh K.+Das,6.111111111111111
Yoji+Aizawa,2.2
Werner+Ens,9.0
Maurice+Jean,200.0
Harry Rowe+Mimno,3.3333333333333335
Michael+Messer,17.5
