Name,Productivity
Gianfranco+Chiarotti,3
Harmon+Aronson,2
Roland+Bastardis,4
Ivan+Capraro,1
Yeonsei+Chung,1
Magnus+Jändel,9
Antonio+Cardoso,5
Ralph+van Gelderen,4
Peter N.+Saeta,3
Fabrizio+Tavecchio,1
Zinkoo+Yun,1
Masao+Ohta,4
Alessandra S.+Barbosa,1
Christelle+Dupas,2
Patrycja+Jaros,1
James P.+Buban,3
Dario A.+Arena,3
Mirah+Gary,1
Vasilis+Niarchos,5
Hélio+Chacham,12
Takuei+Ishikawa,1
Grunde+Løvoll,5
Yukihiro+Ota,26
Ryusuke+Jinno,4
Yukio+Morii,2
Peter I.+Ravikovitch,3
Abraham Moyses+Cohen,1
Anushya+Chandran,13
Tadashi+Yamada,2
Jonas+Fölling,2
Manfred A.+Hellberg,3
Makoto+Tachibana,21
Jason+Diefenbacher,1
Hannes+Maier-Flaig,1
Mario+Halim,1
Martin+Hof,1
Eduardo+Fradkin,130
Shirley+Chiang,1
James+Downes,1
Marek+Franaszek,12
Masafumi+Fukuto,11
Alessio+Gizzi,2
Pablo+Sisterna,1
Alain+Delgado,6
Muhammad Ajmal+Choudhary,2
Ildefonso+Leon-Monzon,1
Satoshi+Kokado,3
Donald G.+Hare,4
Philip B.+Allen,87
Munir+Nayfeh,2
Jinshuang+Jin,11
Stéphane+Zaleski,10
Luiz Gustavo+Cançado,3
Oleg V.+Lebedev,1
Natalia+Korsakova,4
B. William+Choi,1
Timur+Delahaye,2
Alexander+Galperin,1
Kenji+Koga,7
Frederic+Gretsch,1
Søren+Fournais,1
Patrick+Voss-de Haan,1
Shigeru+Wajima,1
C. H. Douglas+Clark,2
Jorgen+Kjems,1
Zorica V.+Djordjevic,6
Matteo+Sandri,4
Sorin+Solomon,10
Peter V. E.+McClintock,1
Jesús+Maza,3
Klaudia+Kleczkowska,1
Hideki+Takeuchi,1
Roberta+Camerini,1
Wojciech+Wasilewski,14
Cedric+Horvath,1
Tommaso+Biancalani,8
Dragomir+Davidovic-acute,1
Safia+Benkoula,1
Johan H.+Mentink,2
Douglas+Fay,2
Djemoui+Bouzidi,1
Jayanta K.+Bhattacharjee,67
Wayne+Maurer,1
Alexis+Falicov,4
Sambit Bikas+Pal,2
Jürgen+Klier,4
Leonid+Rybak,9
Asja+Jelic,1
Martin M.+Block,19
Maxime+Roger,1
Noel T.+Nuhfer,1
Mikhail V.+Popov,2
Mattias+Palsgaard,1
Duncan A.+Morris,2
Michael+Pretko,1
Keith M.+Glassford,7
Paola+Benassi,1
James J.+Huntzicker,1
Yuusuke+Yamaguchi,1
Charles+Guillaud,5
César+Magén,1
Brett A.+Sexton,1
Volodymyr N.+Bugaev,1
Ämin+Baumeler,1
Peter+Schattner,2
William A.+Blanpied,5
Tsou+Sheung Tsun,7
Louis+Yang,6
Javier E.+Satulovsky,2
Niayesh+Afshordi,27
Guillaume+Duchateau,5
Alix+Cajgfinger,1
Francesco+Zonta,1
Yaping+Liu,1
Martin+von Kurnatowski,1
Javad+Komijani,1
Stefano+Bonaccorsi,1
Fabrizio+Castellano,2
Edgar M.+Blokhuis,6
Matthias-René+Dachner,3
Hooman+Hassanzadegan,1
Dmitry+Smirnov,4
Alicia M.+Jackson,1
William J. W.+Miller,1
Stephane+Goriely,1
Caterina+Ducati,1
Peter+Zavalij,2
Peter A.+Duine,2
Koji+Sumino,1
Iliya+Todorov,2
Gösta W.+Funke,2
Yongjoo+Baek,7
Raimund+Feifel,6
Petros S.+Ntoahae,1
Tomoki+Sueyoshi,1
Eduardo+Flamenco,1
Graham+Frye,25
M. Kamrul+Hassan,2
Heiner+Linke,10
Hans-Peter+Eckle,4
Goran+Gasparovic,1
Mariano+López de Haro,3
Michiko+Yamana,1
Claus+Falter,14
Branislav K.+Nikolić,37
Gregory+Sivashinsky,1
Ujjwal+Sen,75
Kazuhiro+Maeshima,1
Vladimir Z.+Vulović,2
Xiaonan+Wu,5
Ardian N.+Atmaja,1
Clodoaldo+Grotta-Ragazzo,1
Nima+Taghavinia,1
Jorge+Osorio-Guillén,3
Lewis H.+Nosanow,2
Jack R.+Tessman,8
Maurizio+Martinelli,1
Michiaki+Bunno,1
Katsuhiro+Uesugi,1
Saburo+Miyake,2
Małgorzata M.+Szczȩśniak,1
Barry C.+Walker,4
Ahmad+Shariati,2
Alexandre+Aubry,9
Sheldon L.+Stone,1
Elijah+Bogart,1
Shinsuke+Fujioka,2
Olivier+Verdier,1
Achim+von Keudell,1
Cristina+Wiecko,2
Odd E.+Andersson,1
Adán+Ramírez,2
Melvin+Eisner,1
Mircea+Crisan,2
Anoop+Prasad,3
Dino+Osmanovic,1
Eldad+Gildener,7
Erich A.+Farber,2
Ohle+Claussen,1
Julia+Yan,2
J. Sans+Aguilar,1
Masayuki+Oyamada,5
Saar+Rahav,21
Sushil+Satija,3
Takahiro+Misawa,6
Tzu-Chieh+Lin,1
Klaus+Schwidtal,1
Fabian+Jansen,1
Youngman+Kim,19
Nikodem+Szpak,2
Edwin R.+Jones,4
Keith+Griffiths,1
Andrii+Iurov,3
Nathan K.+Johnson-McDaniel,12
Naoko+Arimitsu,1
Guangcun+Shan,1
Mikko P.+Haataja,2
Andrea+Insinga,1
Iván Campos+Silva,1
Mitsuyoshi+Saito,2
Frank+Weber,1
Bruce J.+Gluckman,7
Eamon+McDermott,1
Maura+Cesaria,1
Mauricio+Girardi,1
Yukiko+Umemoto,1
Charles Z.+Marshak,1
Hisao+Ishii,7
Kurt+Maute,1
Flávio S.+Coelho,6
Koichiro+Umemoto,13
Steven+Berkebile,1
T. Pal+Majumder,1
Emmanuel+Serié,2
Matthew P. A.+Fisher,134
Steven+Brawer,3
Maryse+Maugey,2
Lucía+Cabo,4
Vincent+Tagliamonti,2
Gert+Denninger,1
Pintu+Das,2
Michiko+Nakayama,1
Martin+Ammon,1
Douglas A.+Smith,1
Pavel+Kalugin,1
Claudio+Arenas,3
Rémi+Dreyfus,7
Rodrigo G.+Pereira,6
Raymond Y.+Chu,1
Bernard+Sadoulet,2
Jacques+Bonvoisin,3
Jafar+Esmaili,1
Juergen+Hinze,3
Meelan+Choudhari,1
Ivan+Collier,1
Josef+Humlíček,3
Stefano+Leoni,9
Cory+Hawley,1
Ronnie+Hoekstra,2
CunLin+Zhang,2
James H.+Davis,1
Abigail+Hunter,1
Peter K. S.+Dunsby,22
Jungang+Huang,1
Igor A.+Shovkovy,19
Steffen+Schuler,1
Natarajan+Chandrasekhar,1
Krzysztof+Jachymski,9
KyeongJae+Cho,1
Yosuke+Watanabe,2
Hesam+Soltanpanahi,5
Rossella+Cosso,1
Ikaros I.+Bigi,4
Olivier+Louisnard,2
Carolina+Mendoza,1
Suman+Sarkar,1
Hans+Geissel,3
Nataly Q.+Chen,1
Kayhan+Ülker,2
Chris W.+Rella,2
Evgeni+Popov,2
Shahar+Rinott,2
Jinho+Yang,2
Kjell+Aleklett,2
Matthijs P.+De Haas,1
Kento+Kokubu,2
Masayoshi+Fujihala,2
Masa-aki+Hashimoto,4
Arvind+Singh,1
Frank+Rohmund,1
Etienne+Wamba,4
William S.+Cooper,8
Eugenia+Kumacheva,2
Mohini+Rawool-Sullivan,2
Hema+Ramachandran,5
Benno+Willke,1
Ariel+Bruner,1
Sébastien+Bize,6
Christian J.+Shultz,3
Toshio+Azuma,2
Julien+Arlandis,1
Krisztián+Kertész,4
Sylvain+Prolhac,2
Trevis A.+Crane,1
Andrea+Atrei,1
Amitabha+Bose,1
Giovanni+Nisato,1
Ramón+Huerta,6
Anders+Odell,1
Luzi+Bergamin,2
Rogier+van Loo,1
Kengo+Deguchi,1
Noriyuki+Aizawa,3
Nail L.+Asfandiarov,1
Eduardo+Martín-Martínez,55
Jungchul+Kim,1
Matthew+Blain,1
Alexander+Herbig,1
Kathrin+May,1
Annica+Black-Schaffer,1
Tiago+Debarba,3
Adam P.+Tucker,1
Torla Haji+Hassan,1
Alexander+Stoffers,5
Etsuko+Toyoda,1
Manuel A.+Valle Basagoiti,1
Mohamed+Fayed,2
Keld T.+Lundgaard,2
Edson C.+Nogueira,1
Raviv+Perahia,1
Rudolf+David,17
Gábor+Sárosi,4
Ethan+Schonbrun,2
Kumiko+Hattori,2
Diego+López González,2
Paolo+Aschieri,2
Emmanuel F.+Penka,1
Gabriela+Ochoa,1
Boris+Gorshunov,3
Federico+Demartin,1
Charles R.+Yarger,2
Yosuke+Akita,1
Theo H.+Stoof,1
Franklin B.+Shull,14
Ajit Iqbal+Singh,1
Jonas+Mureika,3
Rider+Jaimes-Reategui,1
Valérie+Potin,1
Christoph F.+Uhlemann,5
Gerald J.+LAPEYRE,2
Neal+Graneau,1
Norman A.+De Bruyne,2
Kostya+Shundyak,6
Elena+Bykova,5
Lucie+Nataf,4
Alexandr V.+Avdeenkov,2
Eiji+Ohtani,1
Michael P.+McCumber,1
Kannan N.+Premnath,5
Matthias+Mentink,1
Joshua J.+Friess,2
Miguel+Avalos Borja,1
Ioannes+Rigas,1
Shambhu+Ghimire,5
Christophe+Gatel,2
Tomoaki+Niiyama,4
Martin+Wieczorek,1
Martin+Fürst,1
Claudine+Goldbach,2
Andrea+Parmeggiani,9
Christian D.+Santangelo,17
Alberto+Marmodoro,4
Kenji+Ema,16
Rudolph+Larsen,1
Amandeep+Kaur,5
Patrick J.+Cutler,2
Laurent+Ducasse,2
Dubravka+Matković Čalogović,1
Yusuke+Ohno,2
XiaoLei+Hao,8
Chunhai+Ji,1
E. G. Peter+Rowe,4
Jonathan+McKinney,1
Martin+Sauzade,1
Himadri+Barman,2
Evgueni+Bourovski,1
Jisuo+Wang,4
Marissa+LaMadrid,2
Robin+Huang,1
Alain+Béliveau,1
Jos H. T.+Rohling,2
Donald E.+Parks,1
Teijo+Lehtinen,1
Boris+Toperverg,1
Stéphane+Belin,2
Alessandro+Tani,4
Donald M.+Slager,2
Younjung+Jo,1
Mikhail A.+Kats,2
Nicoletta+Sterpi,1
Amritanshu+Palaria,1
Cristiano+De Michele,3
Amir+Akbari,1
Gustavo+Saracco,1
Jorge+Casalderrey-Solana,7
Howard D.+Greyber,2
Russell M.+Pitzer,2
Willard J.+Fisher,8
Lars+Weller,1
Dmitry+Gorbunov,5
Pavel+Augustinský,4
Antonio+Sarmiento G.,1
Julie M.+Leiston-Belanger,1
Emanuel+Gallo,6
Matthew F.+Schmidt,2
Sunam+Kim,2
Alok K.+Pan,2
Norbert F.+Scherer,6
Sergey+Syritsyn,2
Kamal Lochan+Panigrahi,2
Vanessa S.+Leite,2
Yabin+Jin,1
Gessler+Hernandez,7
Sofie Louise+Kragh,1
Santiago+Perez Bergliaffa,1
Katja M.+Taute,1
Yoshinori+Kitajima,1
Jeffrey T.+Paci,2
Vivek+Mehrotra,1
Fumiko+Kawazoe,3
Michiko+Inoue,1
Sebastian+Krug,1
Carlo Alberto+Veracini,2
María M.+Valado,1
Gösta+Brogren,2
Zoran L.+Mišković,2
Francesco+Lissandrin,1
Werner W.+Schmidt,1
Miron+Derchansky,1
Dmitry+Reznik,1
Steven+Rodan,2
K. B. Vijaya+Kumar,1
Lucia+Reggiani,1
Scott D.+Friedman,3
Werner M.+Kistler,1
Mio+Murao,22
Jacques+Prost,26
Yoav+Bergner,3
Martin G.+Zimmermann,1
Bruno+Grossmann,8
Teresa+Bautista,1
Tadayuki+Suzuki,1
Rodolfo+Del Sole,38
Rebekka+Burkholz,1
Mattia+Colombo,4
Hamid+Ebrahimi,1
Alexander+Chao,1
Peter+Petijevich,1
Élie+Raphaël,1
Per E. M.+Siegbahn,2
Keiji+Doi,1
Nestor+Matthews,1
Dirk+Fuchs,2
Yoshihito+Ito,2
Stefano+Lepri,32
Shinya+Odori,1
Stanley+Engelsberg,13
Abyayananda+Maiti,1
Fabrizio+Carbone,6
Romain+Parret,1
Diana Y.+Qiu,4
Flavio+Zamponi,1
Franz R.+Aussenegg,3
Nicholas B.+Schade,1
Tamio+Oguchi,31
Emidio+Gabrielli,18
Tobias+Fredlund,1
Jagannathan+Gomatam,2
Charles E.+Brient,2
Oliver+Seitz,1
Christopher J.+Lüscher,1
Niels+Strohmaier,3
Frank O.+Schumann,1
Antonio+Scotti,2
Andreas+Hall,2
Philippe F.+Smet,2
Ümit+Turgut,1
Carlos+Mejía-Monasterio,20
Susanne+Hoffmann-Eifert,3
Christian+Dietrich,1
Carina+Faber,3
Soumyajit+Sarkar,7
Gunter+Gerbeth,17
Alberto C.+de la Torre,1
Norbert+Fröhlich,1
Dyan L.+McBride,1
Dmitry A.+Karpeev,2
Michael+Benzaquen,4
William E.+Vaughan,2
Anatoliy O.+Pinchuk,2
Tamás A.+Tóth,4
Claudio+Masciovecchio,1
Kip+Bishofberger,2
Eduardo+Grossi,1
Yusuke+Kageyama,1
Philip J.+Ryan,5
William R.+Stratton,2
E. Stefan+Kooij,6
Joaquin F.+Rodriguez-Nieva,2
Ranjana+Prakash,3
Marco+Nizama,1
Luca+Razzari,1
Fred P.+Adler,2
Sydney+Bloomenthal,2
Sangita+Bose,5
Nairwita+Mazumder,1
Luis Miguel+García,3
Andrzej P.+Kądzielawa,1
Mathieu+Fèvre,5
Rebecca+Surman,4
Pushpa+Khare,1
Luis G.+Cabral-Rosetti,1
Sergey+Lisenkov,7
Manuel+Valle,1
Tohru+Gemma,1
Sümeyra+Güler-Kılıç,2
Lilach+Goren,4
Martin+Hamar,4
Christian+Kokail,1
Hans-Beat+Bürgi,3
Agus+Subagyo,1
Jungchul+Lee,1
Florian+Figge,1
Adela+Muñoz-Páez,3
Yasuhito+Zohta,3
Yuu+Takezoe,1
Julia A.+Thompson,4
Adrian+van Kan,1
Anuradha+Misra,20
Hiroki+Shibayama,1
Dermot+McPeake,3
Alexei+Vladimirov,1
Marco+Casadei,2
Michael L.+Ioffredo,3
Ora+Wolman,2
Heinrich G.+Frey,1
Rik S.+Koster,1
Tapio+Luttinen,1
Ajeet K.+Sharma,2
Felix+Trier,1
Dmitry A.+Garanin,2
Marie-Anne+Arrio,4
Francisco J.+Lázaro,2
Houssem+Kallel,5
Leonardo A. B.+Tôrres,1
Paola+Prete,2
Bartosz+Szczesny,1
Christoph A.+Stephan,2
Ashutosh Kumar+Alok,8
Dennis M.+Dimiduk,1
Piotr+Masłowski,1
Marsha+Weaver,4
Akira+Takada,2
Atsuo+Fukuda,41
Lutgard C.+De Jonghe,3
Joyce+Schachter,1
Emilio+Scamporrino,1
Charles H.+McGruder,1
Milind N.+Kunchur,19
Stephan+Schartner,1
Vadim+Evtikhiev,1
Holger R.+Dullin,3
Asrar+Ahmed,1
Christian+Duval,1
Theodoros+Gaitanos,2
M. Al+Ohali,1
Atsushi+Okazaki,4
Joan+Cembrola,2
Tony+Blake,2
Dennis Valbjørn+Christensen,1
Marc+Rabiet,1
Christiane+Laermans,2
Jordi+Prat-Camps,1
Carmen+Galassi,2
Steffen+Liepelt,1
Wieslaw+Krolikowski,29
R. Stewart+McWilliams,1
Jeffrey G.+Rau,12
Graeme R.+Sarson,2
Cyril+Cichowlas,1
Amit+Goyal,5
Paula+Tuzón,2
Roberto+Corvaja,2
Kazi A.+Reza,1
Tatyana E.+Konstantinova,1
Yehuda+Eisenberg,2
Marco+Gherardi,5
Harald+Ditlbacher,2
François+Hommeril,1
Boris+Brkić,1
Yevgeny+Moskovitz,1
Christine+Hieke,1
Harold E.+MacDonald,6
Bernard T.+Feld,25
Bogdan+Damski,16
Karl+Bane,4
Ernesto+Cota,6
Rajni+kant,1
Shinichi+Mitake,5
Vesa+Apaja,1
Rodrigo+Aros,16
Rediet+Abebe,1
Ilan+Breskin,1
K. L. Vander+Sluis,3
Masakazu+Fujii,1
F. Leslie+Code,2
Sundaram+Balasubramanian,2
Orlando+Oliveira,4
Peter E. R.+Blanchard,3
Zoltán+Keresztes,11
Oleg V.+Gritsenko,2
Haimanti+Chakrabarti,1
Andrea+Marini,41
Angel+Paredes,5
Carsten+Kentsch,1
Norio+Akaiwa,4
A. M. Ponte+Gonçalves,1
Zurab+Tavartkiladze,9
Corentin L.+Bertrand,1
Liviu F.+Chibotaru,15
Haeshim+Lee,2
Germano S.+Iannacchione,13
Albert+Kung,1
Paramjeet Kaur+Gumber,1
Naoto+Nishizuka,1
Sara A.+Majetich,3
Vsevolod+Ivanov,1
Sabrina+Relaix,2
Alexandra S.+Landsman,5
Matteo+Baistrocchi,2
Mikio+Iizuka,1
Raquel+González-Arrabal,1
Blanca+Hernando,1
J. Enrique+Díaz-Herrera,1
Erik M.+Rauch,1
Nissan+Spector,2
Samaresh+Guchhait,4
Christel+Horriar-Esser,1
Ilaria+Taurasi,2
Mauro+Mantega,4
Harry+Pfeifer,1
Yiannis+Proestos,2
Bruno+Zotter,4
Dominique+de Ligny,2
Knud Aage+Mørch,1
Bahman+Anvari,1
Nozomi+Maeda,1
Rex G.+Liu,3
Marco+Falcioni,2
Patrick J.+O'Donnell,11
Jerrold E.+Marsden,5
Chris+Gross,1
Rémy+Mosseri,16
Ivan+Andrianov,1
Brain W.+Dodson,1
Per+Stoltze,2
Behnam+Javanparast,2
Dougal G.+McCulloch,1
Oliver E.+Dial,1
Erez+Michaely,1
Ahmed H.+Hussein,1
Yoshihiro+Ishitani,2
Keiko+Murano,4
Loïc+Journel,5
Lauraine A.+Dalton,1
Masafumi+Saito,1
M. Grae+Worster,2
Williams+Savero Torres,1
Pierre+Lacock,1
Adam+Falkowski,16
Patrick Z.+El-Khoury,1
Gerda+Wegener-Penning,1
Jaehong+Park,4
Luisa G.+Jaime,4
Matthias+Böhringer,3
Prachi+Chandrachud,1
Victor+Malka,2
Kazuo+Sasaki,12
Markku+Kuittinen,1
Yochai+Werman,2
Kirti+Ranjan,2
Zlatko+Tesanović,1
Peter+Olivius,1
Emmanuel+Petitgirard,4
Zack+Yoscovits,1
Denis+Aslangil,1
Tetsuo+Sakka,2
Kurt+Sundermeyer,3
Douglas W.+Broege,1
Milton+Bergstein,4
Annette+Aiello,1
Ekkard+Schnedermann,4
Vladimir+Sliwko,1
Junwoo+Son,3
Katsuyuki+Nakanishi,1
Peter+Richter,1
Martin T.+Barlow,1
Pegah+Zolfaghari,1
Michael+Himpel,1
Alberto+Crepaldi,4
Surendra Singh+Negi,1
Daniela+Alic,8
Hendrik+Ehrhardt,1
Leah+Kanner,1
Philippe+Durand,2
Javier+Praena,1
Eduard F. C.+Driessen,1
Uta+Schlickum,1
Arend+van Silfhout,1
Peder+Moller,1
Petr I.+Pronin,3
Nicolò+Beverini,1
Igor M.+Dmitruk,2
Harishankar+Manikantan,1
Hideo+Iwasaki,4
Enrico+Segoloni,1
Ashwani K.+Tiwari,1
Byeongwon+Kang,5
Koen+Kemel,1
Florence+Jolly,3
Susan+Friedlander,1
Cynthia J.+Jenks,1
Rima+Budvytyte,1
Masaru+Kawakami,1
Itamar+Shamir,2
Michel B.+Martin,2
Keith R.+Weninger,1
Mustafa+Sarısaman,3
Baliram+Prasad,1
Claude+Guet,4
Robyn+Campbell,2
Manuela+Garnica,1
Alain+Cornet,1
James+Brooks,3
Marc+Lilley,5
Cristiane G.+Roldão,1
Whittak+Huang,4
Nelson O.+Moreno,2
Gerardo J.+Escalera Santos,7
Steve+Gilbertson,6
Gabriel+Villar,1
Philip J.+Bendt,18
Zahirul+Islam,5
Altug+Ozpineci,2
Owen Pavel Fernández+Piedra,2
Christian+Maes,16
James+Osborne,3
Seiya+Nishiyama,1
Christophe+Caloz,2
Terence J.+Wieting,1
Lorenzo+Rovigatti,3
Daisuke+Fujita,7
Lyle E.+Muller,1
Sandrine+Ithurria,4
Carlos A.+Avila-Orta,1
Yasuyuki+Kanai,2
Satoshi+Koike,2
Baldwin+Robertson,15
Tomas+Ekeberg,1
Christina J.+Hood,1
Cornelius+Grossmann,1
Ümit+Temizer,1
Hidenori+Tanaka,1
Kazuhiro+Ikeda,2
Sydney J.+Ulvick,1
Tova+Feldmann,8
Kumar+Atmjeet,2
Jason Cornelius+Pillay,2
Sverre+Holm,2
Alexander A.+Klyachko,4
Takayuki+Negami,2
Poul+Olesen,10
Matthew+Trevers,1
Luca+Giuggioli,2
Dmitrii O.+Kharchenko,3
Jayeeta+Chowdhury,1
Julien+Godet,5
Dieter+Plachke,1
Christian+Thomsen,12
Yannic+Utz,1
Susan+Perkin,2
Alexandre+Ardelea,1
Matthew H.+Matheny,1
Yoji+Ohashi,34
Yoshiaki+Ito,6
Florian+Löhl,2
Maha+Saadi,2
Abhisek+Samanta,2
Hirohito+Ogasawara,8
Peter+Bøggild,1
Costas M.+Soukoulis,35
Igor+Belykh,5
Matthew T.+Hummon,7
WILLIAM E.+SPICER,2
Antara+Pal,1
Gregory+Schehr,6
Markus+Gräfe,1
José+Zurita,5
Silvia+Scalese,1
Darrell O.+Huwe,11
Krzysztof+Brzozowski,1
Marco+Carmignotto,1
Peter+Wagner,7
Fulvio+Zonca,5
Ronald L.+Jacobsen,3
Matthew+Headrick,7
Matthew P.+Halsall,2
Jacek+Pliszka,3
Argha+Deb,17
Tirthankar+Dutta,6
Federico+Chella,1
Tommaso+Zanca,1
Christian K.+Fink,1
Christopher+Briscoe,3
Adam+Coogan,1
Hiroki+Hibino,9
Daniele+Rinaldi,1
Chris+Ness,1
Marshall Y.+Carpenter,1
Oleksandr V.+Sinitsyn,1
Keiji+Sawada,1
Jerzy+Wróbel,1
Garry T.+Smith,1
Juha+Koivisto,3
Iain+Wallace,1
Jonathan+Andreasen,6
Maciej M.+Maśka,16
Jiří+Podolský,15
Sukanya+Mitra,7
Didier+Mathieu,1
Harold+Steinacker,3
Florian+Dolde,4
Matthias+Scheffler,172
Bernard+Piller,2
Beth A.+Huggins,1
Günter+Reiter,23
Henry+Levinstein,8
Saikat+Banerjee,1
Tonya L.+Kuhl,1
Julia+Sakowitz,1
Jimmy+Philip,3
Sergey N.+Barilo,1
Henning+Marciniak,2
Beth A.+Lindsey,4
Jukka+Pekola,3
Marco+Lazzarino,4
Charles Y.+Prescott,2
Mahbub+Majumdar,1
Uroš+Kostić,1
Melvin+Reier,3
Ulrich+Blasum,1
Amanda S.+Barnard,1
Jorge B.+Sztrajman,1
Biplab+Goswami,4
Hélène+Dupuy,2
Markus+Klinsmann,1
Krzysztof+Roszkowski,1
Ralph+Butler,1
Kirill G.+Denisenko,1
Max+Bonnefille,1
Matthias F.+Kling,9
Roberto+Rusconi,3
Aihua+Xie,3
Bartek+Kardasz,1
Ashley+Fidler,2
Ryuji+Itakura,3
José L.+Trueba,4
Tadao+Okabe,1
Sitaram S.+Jaswal,5
Ted+Norris,1
Luis M.+Pereira,1
Fausto+Borgonovi,10
Axel+Schatz,2
Komalavalli+Thirunavukkuarasu,2
Wilfredo+Ibarra-Hernández,1
Nigel T.+Bishop,14
Luca+D’Alessio,2
Jelmer J.+Renema,1
Ophir+Flomenbom,2
Diana+Farkas,3
Andrzej M.+Oles,1
Nianhuan+Chen,1
Julien+Bel,1
Fong+Yin Lim,1
William L.+Miller,2
Davide+Vodola,3
Björn+Wehinger,1
Leonardo+Vanni,1
Hironari+Miyazawa,17
Clifford+Tureman Lewis,1
Hanako+Isshiki,1
Shahab+Zorriasatein,2
Yoshihisa+Iwashita,4
Andreas+Burtzlaff,1
Enrique+Arias,1
Nengjiu+Ju,3
Roger L.+Martz,1
Miranda C.+Holmes-Cerfon,2
Haim+Weissmann,1
Isaac A.+Hubner,1
Jérôme+Faure-Vincent,1
Dirk+Obergfell,1
Sharon+Bone,1
Oskar+Asvany,2
Vinayak P.+Dravid,3
Shahab+Naghavi,1
William D.+Crozier,2
Michael D.+Thompson,5
Hirosuke+Matsui,1
Hariharan+Srikanth,3
Lutz+Waldecker,1
Atanu+Dey,2
Ileana+Iftimia,3
Michael+Atkins,2
Elizabeth M.+Lupton,1
Douglas D.+Osheroff,2
Morten+Bache,3
Ulrich+Langenfeld,2
Rémi+Pollès,4
Avirup+Shaw,3
Emerson B. S.+Corrêa,1
Walter M.+Augustyniak,1
Hynd+Remita,1
Charles F.+Majkrzak,4
Iain+Stewart,1
Sadhna+Singh,2
Dmitri+Kovalev,5
Ramesh+Bhandari,4
Cynthia+Stephens,3
Wim+van Dam,13
Christian+Klein,2
Pilsung+Kang,1
Drew+Elliott,1
Irina+Sushko,1
Clayton S. G.+Kilmer,1
Julius+Kayser,1
Felix R.+Graf,2
Murat M.+Kaskulov,11
Markus+Finkemeier,7
Rae+Stiening,2
Bernard+Riemann,1
Sara+Gasparoni,2
Andreas+Reiserer,6
Alexander A.+Penin,13
Xinbing+Wang,2
Davide+Valentinis,1
Yuta+Okuno,3
Scott+Willenbrock,14
Bernard+Willers,1
Deepak+Garg,1
Harold B.+Cutter,4
Christopher K. R. T.+Jones,6
Gin-yih+Tsaur,6
Hyunwoo+Lee,2
Barbara+Lavina,2
Benedict+Carson,1
Christophe+Galland,6
Sameer+Walawalkar,2
Vladimír+Lisý,1
Germar+Schlegel,1
Wilfried+Rabaud,1
René M.+Overney,2
Hiroaki+Nishioka,1
Carlo A.+Trugenberger,13
Jackson J.+Loomis,1
Reinhard+Morgenstern,3
Germán Sierra+Rodero,1
Krishnendu+Mukherjee,3
Xuelei+Chen,27
Boris+Kryzhanovsky,2
Dmitry A.+Bykov,1
Alessandro+Maccarrone,2
Jonathan P.+Reid,1
Huy Nguyen+Le,6
Grzegorz+Kamieniarz,3
Joan M.+Freeman,8
Frank L.+Lederman,2
D. W. Capone+II,2
Cynthia L.+Kelchner,1
Reijiro+Fukuda,2
Alejandro+Conde,1
Giuseppe V.+Bianco,1
Bachir+Moussallam,2
Yves+Quiquempois,2
Ron K.+Unz,2
Reuben+Thieberger,3
William E.+Wiesel,6
Hideaki+Kano,2
Kalevi+Valli,10
Ingo+Opahle,9
Shinya+Suzuki,2
Xinye+Xu,5
Claudette+Rigaux,4
Evan S.+Snyder,3
Michael R.+Philpott,4
Sahar+Bahrami,4
Takumi+Ohta,1
Shinsuke+Fujiwara,1
Giuseppe+Ruoso,2
Shintaro+Hoshino,14
Włodzimierz+Godłowski,3
Reza+Saffari,6
Hajime+Torii,2
Leandro O.+Nascimento,4
Dietrich+Klakow,1
Grzegorz+Goryl,1
Fernando+del Río,1
Satoshi+Ishikawa,1
Weiqiang+Yu,17
Koji+Kurata,3
ENRICO+Fermi,2
Armandas+Balčytis,1
Monpichar+Srisa-Art,1
William H.+Mattheaus,1
Dilip K.+Bhadra,4
Arthur H.+Muir,2
Albert+Feldman,6
Gerard Lagmago+Kamta,1
Susumu+Sugiyama,1
Ralitsa L.+Dragomirova,3
Francine P.+Coheur,2
Marvin+Abraham,2
Francesco+Marini,1
Malcolm E.+Ennis,2
Pedro+Gandra,3
Natalia V.+Lisitza,1
A. Reza+Rastegar,1
Abhijit+Hazarika,3
Jasper+van Wezel,16
Igor I.+Potemkin,3
Michel+Muller,1
Michio+Matsuzawa,30
Akira+Furukawa,15
Bluma+Dukesz,1
Mohammad+Samiullah,2
Peter+Schäfer,1
Lorenzo+Sanchis,2
Peter P.+Orth,16
Matthew R.+Semler,2
Alexander L.+Nazaryev,1
Salman+Beigi,1
Fritz+Caspers,2
Mario+Škrinjar,2
Hans+Jaffe,16
Alexey P.+Porfirev,2
Mario+Sorolla,1
Lukas+Janssen,15
Frédéric+Lesage,1
Uma+Bhaumik,2
Kazuya+Fujimoto,11
Raphaël+Van Laer,1
Kian+Kerman,1
Reiji+Suzuki,1
Shrabanti+Dhar,2
Alberto+Bianchi,2
Torsten+Mandel,1
Andrea+Bedini,2
Aline+Ramos,1
Vincent+Gibiat,1
Pascal+Luthi,1
Charles+Brett,1
José+Santiso,3
Steve+Lustig,1
Alessandra+Vitale,2
Maziar+Nekovee,8
Ronald E.+Miller,1
Jeremy+John,1
Matteo+Rossi,4
Benoît+Semin,1
Makoto+Yasuhara,2
