Name,Citation Count
Yves+Serruys,2
Hiroaki+Kuwabara,1
Svetlana V.+Gurevich,4
Toru+Sakai,3
Yasushi+Tomioka,1
Seiichi+Tani,0
Gregory D.+Mack,89
José Arana+Varela,2
Deniz+Ertaş,518
Olmo+González-Magaña,0
Alfred R.+Smith,16
Gergely+Tibély,1
Gin-ichiro+Oya,5
Christopher+Smith,40
Vishesha+Patel,4
Roberto+Serra,0
Charles H.+Skinner.,4
Blake D.+Sherwin,47
Helmut+Schiessel,37
Christoph+Bennemann,31
Russell M.+Kulsrud,70
Norma Susana+Mankoč Borštnik,0
Mikihito+Takenaka,7
Martin+Seilmayer,11
Matthew+Neeley,269
Willy+Bulgheroni,3
Sylvain+Bertaina,7
Antonio+Perillo-Marcone,0
Yoonyoung+Koh,36
Tetsuya+Sakurai,6
Sergio+Colafrancesco,24
William J.+Raymond,0
Gilbert J.+Perlow,115
Frank+Van Steen,10
Zoltan+Fodor,49
Jorge+Arrieta,0
Chris+Overstreet,11
E. M. Charlotta+Nilsson,3
Sebastian+Scheffler,40
Matthew+Stanbro,0
Michael L.+Sundheimer,2
Yoshinori+Watanabe,1
Munshi+Golam Mustafa,1
Samuel J.+Bader,14
Manoel L.+De Siqueira,10
Venkatraman+Ramakrishnan,6
Bruce+Sherwood,45
Jens+Eisert,823
Tomoyuki+Hikita,6
Sergiu+Sanielevici,14
Franco+Pellegrini,34
Tomaž+Požar,1
Nicola+Montano,1
Katharina+Diller,0
Sakari+Inawashiro,14
Donald L.+Thompson,9
Shinichi+Shinozaki,3
Randy X.+Bian,83
Jeffrey+Clayhold,13
Avihay+Kadosh,0
Nobuyuki+Chizumi,22
Ricardo+Garcia,16
Yoshiya+Kito,11
Jani+Tuorila,33
Govindan+Rajesh,19
Feraz+Azhar,1
Pierre+Pécheur,13
Mogens+Christensen,5
Hairong+Wu,0
Alexios+Beveratos,148
Kenneth+Egan,20
Cornelia+Cramer,7
Sven+Scholz,0
Malay+Banerjee,0
Evelina+Tsoncheva,5
Gilberto+Hollauer,3
Kazuo+Watanabe,13
Mayeul+d’Avezac,45
Philipp+Frank,0
Toshiaki+Dobashi,14
Jonas+Grzesiak,0
Noureddine+Latrache,2
Chris G.+van Weert,6
Miroslav+Hopjan,1
Hiroshi+Yasuoka,148
Kiyoshi+Ogiwara,1
Charles+Mathy,3
N. Naveen+Kumar,0
Laurie J.+Kovalenko,8
Lars P.+Roobol,7
Henri+Menke,4
Naoyuki+Sato,1
Roberto+Ruiz de Austri,102
Heonsu+Jeon,0
W. Bruce+Richards,100
Hideyuki+Takahashi,18
T. M. Rocha+Filho,14
Dennis+Chesters,7
Antti T.+Siivola,0
Harvey+Fletcher,10
Laurie+Waters,2
James N.+Bull,0
Yavor+Kamer,0
Tuomas+Lappi,69
Fahhad+Alharbi,4
Pekka+Pirilä,11
Masashi+Nakatake,26
Manfred+Requardt,0
Sylwia+Krupa,5
Jacob+Linder,900
Kosuke+Matsui,1
Quentin+Lavigne,11
Dominik+Stöckinger,26
Mansour+Mortazavi,5
Philippe+Balcou,158
Margaret+White,2
S. Rizwan+Ali,2
Nathan+Young,1
Constantin+Dory,5
Steve+Pride,6
Wolfgang+Schrof,0
Karl+Tordrup,77
Henry+Primakoff,65
Andreas+Stepken,0
Cecil+Tate,30
Pilar+Pertierra,10
Louis+Crane,11
Steffen J.+Sahl,2
Hans+Effinger,0
Céline+Rozenblat,12
Yaron+Edri,0
Benkun+Ma,1
Tadas D.+Urbas,3
Isabelle+Durand,9
Leda+Bucciantini,0
Wilmer+Olivares–Rivas,0
Vahid+Fallah,14
Nigel+Park,18
Lisa Y.+Chen,1
Hiroyuki+Asano,0
Pierre+Guillot,34
Vladimir D.+Shalf-eev,1
Steven F.+Magruder,14
Yury+Kiselev,0
Hannu+Holopainen,104
Takahiro+Maruyama,0
Mehran+Djalali Behzad,3
Mónica+Forte,12
Angelica+Strutz,5
José Antonio+Flores,4
Carey+Huscroft,86
Cristina+Arcos,3
Sven+Skwirblies,5
Alexander+Merle,105
Vladimir+Plechácêk,7
Stefan A. F.+Bon,1
Hiroshi+Murai,3
Federico+Zontone,18
Antonio+Parodi,10
Stefano+Cozzini,6
Yuriy+Sizyuk,52
Hideyuki+Ozawa,8
Niraj S.+Desai,16
Luis A.+Wills-Toro,4
Natasha+Kothekar,14
Evan M.+Fortunato,25
Walter F.+Stabenau,1
Jason+Horng,39
Anouar+Jorio,0
Kermit R.+Way,6
Andreas+Kern,4
Donghun+Lee,0
Hans T.+Langhammer,0
Alexander+Goldberg,2
Christoph+Schuenemann,0
Didier+Debuf,0
Micah+Buuck,0
Bholanath+Pahari,1
L. Ribeiro+Pinto,1
Florian+Monsef,6
Frederic+de Hoffmann,12
Raul+Alvares,13
Aurélien G.+Kuhn,0
Christian+Hauswald,13
Ronald D.+Macfarlane,190
Malte+Rösner,10
Vernon+Ozarow,0
Noboru+Tsukuda,0
Tetsuro+Nikuni,95
Frederick J.+Schlink,0
Udo+Lang,1
Nikhil+Anand,22
Lars M.+Johansen,43
Hayk H.+Adamyan,1
Frederic+Durville,2
Ivar+Holwech,6
María Martínez+Valado,2
Masaki+Takata,179
Ralph+Gebauer,120
Sebastian+Messlinger,18
Francesco+Catara,4
Vladimir+Shvetsov,8
Roger A.+Cowley,74
Bonnie+Quinn,2
Nuno R.+Nené,1
Antonio G. Souza+Filho,1
Thierry Passerat+de Silans,0
Ute+Bierbrauer,4
Per Erik+Vullum,3
Michelangelo L.+Mangano,29
Guido+Jackler,0
Dimitra+Koutroumpa,0
Matthias+Studer,6
Christiane+Schulz,16
Bertrand+Rollin,0
James+Dufty,109
Matthaios+Katsanikas,0
Yoshihide+Higurashi,4
Gerhard+Grössing,2
Michael A.+Morgan,6
Wenceslao+Santiago-Germán,9
Luka+Popov,9
Minhong+Wang,0
Blas P.+Uberuaga,78
Edgard C.+de Rey Neto,0
KENNETH T.+BAINBRIDGE,4
James R.+Torres,5
Victor+Mamou,10
Ursula+van Rienen,2
Bruno+Morosin,16
Patrick J.+Dowling,2
Stefan+Adam,0
Pascal+Cerfontaine,12
Norman E.+Frankel,10
Osvanny+Ramos,4
Rinaldo+Trotta,11
Doowhan+Choi,3
Christine Y.+Wang,16
Igor D.+Novikov,190
Michael J.+Gagen,2
Maurizio+Ruzzi,5
Shenghan+Jiang,38
Raphaël+Clément,3
Shinya+Matsuzaki,211
Maximilien+Cazayous,5
Yousuke+Takeuchi,12
Alexander+Groisman,39
Wilhelm+Becker,222
Franco+Salmistraro,0
Jens+Kircher,15
Markus+Reiher,5
Michał P.+Heller,39
Jürgen T.+Stockburger,116
Manfried+Milch,3
Atsushi+Ikeda,133
Sytze+Huizinga,6
Claude+Lecomte,1
Alessandro+Ridolfo,0
Takumi+Fujiwara,0
Nino+Russo,12
Torstein+Jøssang,296
Christoph+Pfrommer,48
Shigeru+Takata,6
Hilding+Slätis,68
Michael+Schönwald,12
William+Plick,11
Satendra+Kumar,2
Bruno+Schuler,12
Lauren E.+Kost-Smith,11
Jorge A.+Bernate,2
Rémi+Colom,0
Christopher P.+Search,21
Yoji+Kunihashi,51
Markus+Seesselberg,20
Sergey+Vyatchanin,27
Konstantinos C.+Zygalakis,0
Marcin S.+Kaczmarski,3
Seth R.+Marder,8
Pring+Wong,1
HOWARD J.+SCHNITZER,4
Rainer+Backofen,34
Anne+Joiner,3
Thorsten+Feldmann,67
Yukihiro+Umetani,4
Luciano+Casarini,4
Jérémy R.+Rouxel,0
Masaki+Murata,32
Stefano+Bonora,6
Giuseppe+Degrassi,120
Srinivas K.+Arigapudi,3
Rein+Silberberg,66
Elena+del Valle,146
Massimo+Morbidelli,21
Maths+Karlsson,4
M. Preciosa+Alves,6
Alberto+Aparici,2
Martin+Schaden,198
Mariusz+Piwiński,2
Satoshi+Yamaguchi,4
Sigurd Y.+Larsen,1
Sorin+Tanase,34
Takafumi+Hatano,11
James G.+Mullen,365
Gonzalo+Donoso,0
Aurélien M. A.+Leguy,10
Tomoyuki+Kinjo,11
Andreas+Vogler,46
Cristian+Consonni,8
Frederic+Pincet,7
Andrey V.+Stolyarov,9
Gavin P.+Salam,314
Kohei+Yoshimatsu,14
Peter B.+Gilkey,4
Nazario+Morgado,19
Brahim+Amaziane,2
Sandrine+Brochard,3
Aaron+Bostwick,382
Ladislav+Kristoufek,2
Lisa+Freyhult,2
Andrei V.+Shevelkov,3
Francisco+Monroy,26
Søren+Toxværd,21
Changgan+Zeng,169
Enzo Pasquale+Scilingo,0
Maciej+Kalinski,90
Karlheinz+Koepke,4
Amjad+Nazzal,7
Mette+Gaarde,1
Alessandro+Curioni,67
Rahul+Pandey,0
Sumeet Suresh+Thete,0
Anindita+Ray,2
Adam+Brazier,5
S. Y. Frank+Zhao,16
Malvin C.+Teich,1026
Menka+Jain,0
Bianchi+Méndez,9
Yoni+BenTov,3
Eugenio+Di Donato,5
Elena+Bascones,0
Keisuke+Fujii,189
MiYoung+Kim,10
Jan+Gudat,39
Hirokazu+Tsunetsuga,51
José J.+Gil,2
Angelos+Fotopoulos,20
Jaydip+Das,9
Torbjörn+Einarsson,113
Rustam Z.+Khaliullin,25
Yee-Hsee+Hsieh,1
André+Kubetzka,88
Konstantin+Klemm,232
Christopher+Gaul,44
Andrey+Milchev,101
Jamil+Tahir-Kheli,55
Christoffer+Petersson,51
Fotis+Sotiropoulos,0
Jiří+Lindner,0
Nikolaj+Bittner,3
Yee-Kin+Tsui,0
Arghya+Mondal,5
Igor E.+Smolyarenko,39
Hillel+Poritsky,2
Rudolf+Podgornik,129
Kirill A.+Pronin,27
Arunava+Chatterjee,4
Loïck+Magnin,10
Philip R.+Boyd,0
Philippe+Lalanne,129
Tomohiro+Kawasaki,2
Marek+Ploszajczak,1
Masaru+Kobayashi,6
Hans+Martens,3
Julia+Fekete,33
Sanjoy+Biswas,32
Wolfram+Utz,0
Juhan+Frank,14
Hiroyoshi+Naito,48
Byungchul+Chung,5
Ognjen+Perišić,2
Fumihiko+Usui,16
Andreas+Velten,0
Michael J.+Lancaster,0
William Y.+Crutchfield,2
JAMES C.+KEMP,16
Shuichi+Inokuchi,0
Satoshi+Hashimoto,10
Lilia S.+Xie,5
Andreas+Hackl,115
Tanja+Geib,3
Andrzej+Kozik,1
Jaime+Cardenas,15
Davida J. Ankeny+Brown,2
Göran+Sundström,12
Jitender+Singh,2
MOORAD+ALEXANIAN,6
Tasso J.+Kaper,3
William P.+Krekelberg,38
Daniele S. M.+Alves,48
Mikhail+Dorf,11
Dushko+Kuzmanovski,0
Bindu+Sadanadan,7
Uwe+Schwengelbeck,0
Raymond G.+Sierra,3
Wolfgang+Windl,49
Hin-Yiu+Wong,79
Fabiano+Frigoli,60
Martin P. J.+Lavery,32
Cláudio José+DaSilva,0
Hubert J. F.+Knops,49
Ronald+Imbihl,10
Michael G.+Fuda,305
Masao+Ichida,25
Timothy J.+Lawton,0
Hiromichi+Izawa,1
Alexander L.+Ford,1
H. Neal+Bertram,39
Bernd+Schröter,0
Giorgio+Concas,9
Dimitri P.+Skliros,3
Marcelo+Vargas dos Santos,10
Fritz+Bosch,64
Cyril Stanley+Smith,22
Takuya+Iwashita,24
Martin+Heinze,3
Nicholas S.+Manton,29
Bastiaan+Florijn,10
Yoshimasa+Tomiuchi,7
Yoshihiro+Gohda,18
Ivan G.+Kaban,1
Yoshihito+Hotta,4
Torsten+Pfoh,2
Ivan S.+Nikolaev,50
Philippe+Nozières,791
Giuseppe+Brancato,5
Robabeh+Moosavi,2
Andrzej+Molak,1
Jose J.+Blanco-Pillado,92
Markus+Sondermann,9
Palash V.+Acharya,1
Akira+Yasui,28
Irena+Sókólska,1
Elijah+Newren,0
Markus+Döblinger,2
Aiden+Martin,1
Jaime+Zuñiga,2
Florence+Marcotte,0
Michael Thompson+Pettes,0
Alberto+Rodriguez,121
Masatoshi+Shoji,14
Petr+Anisimov,2
SangSoon+Oh,2
François+Sausset,53
A. Lindsay+Greer,0
Domingo+Louis-Martinez,8
Yukihiro+Kawamura,17
Maurizio+Righini,6
Gian Paolo+Vacca,29
Martin+Wegener,120
Stephan+Schott,7
Sophie+Mariadassou,3
Chunping+Hu,17
Andrés+Gomberoff,100
Aline Y.+Ramos,57
Giovanni+Feverati,0
Pierre+van Baal,34
Nils+Mrtensson,7
Anand+Bharadvaja,2
Philipp M.+Preiss,44
Kirsten+Müller,26
Julianne D.+Halley,0
Pablo+García Fernández,0
Paolo+Di Porto,137
Christopher+Plumberg,5
Kaustav+Banerjee,7
Joachim+Rambeau,6
Arjun G.+Yodh,14
Dorothea K.+Stillinger,10
Keigo+Sumita,3
Zvicka+Deutsch,0
Sezgin+Aydin,0
Mihai D.+Morariu,3
Lawrence H.+Robins,2
Pierbiagio+Pieri,36
Eryk+Infeld,8
Stéphane+Collin,11
Didier+de Fontaine,77
Néstor+Arista,3
Rafael+Sarmiento-Pérez,1
Alexander Yu.+Emelyanov,6
Leming+Zhou,40
Manfred+Grieser,12
Bruno+Galvan,0
Uzy+Smilansky,265
Apurba Lal+Das,7
Michael J.+Bennett,10
Michael v.+Hartrott,4
Marianela+Carubelli,17
Makoto+Atsuzawa,0
Yashar+Ahmadian,6
Peter D.+Fuqua,0
Clark D.+Ridge,2
Michael+Ashton,0
Nobuo+Mo⁁ri,16
Christian+Reichl,20
José Luis+Sanz-Vicario,59
Hitoshi+Ohnuki,2
Dustin T.+Offermann,0
Grzegorz+Derfel,3
Giuliana+Barbarino,10
Peter B.+Groves,26
Alastair A.+Abbott,4
Brendan D.+Hoffman,0
Hiroshi+Takenouchi,4
Marina+Montaine,10
Will+McCutcheon,4
Kurt A.+Koppi,26
Clayton D.+Zerby,0
Kiran+Kumari,1
Joëlle+Fréchette,3
Francesco+Vedovato,0
Barbara+Caccianiga,3
Majid S.+Mohseni,0
Kristoffer+Meinander,6
Esko I.+Kauppinen,4
Ondrej+Kilian,6
Frederick J.+Milford,110
Jochen+Walter,2
Evgenii I.+Volkov,42
Louis+Celenza,20
Emily A.+Gibson,42
Javier+del Pino,3
Bernd+Maier,0
Boris+Bäumer,16
Andrea+Bernardinello,13
Alexandre V.+Morozov,2
Kengo+Ichiki,27
Junseok+Chae,1
Rafael A.+Porto,346
Arsen+Soukiassian,4
Kalon+Gopinadhan,2
Raúl A.+Baragiola,76
Manuel+Núñez,3
William+Fielder,7
Julia+Tesch,4
Hoydoo+You,209
Antonio O.+Bouzas,15
Nicholas A. M.+Monk,5
Andreas+Klappenecker,6
Frank+Liu,0
Rupak+Biswas,14
Scott+Grindy,6
Peipei+Zhou,2
Florian+Bertram,1
Mira K.+Jurić,25
Emmanuel+Stamou,83
Hiroyuki+Sasada,59
Katsuya+Ishiguro,48
Aureliano+Skirzewski,116
Adam B.+Barrett,43
James J. P.+Stewart,5
Jacob A. J.+Burgess,0
Hiroshi+Hasegawa,273
Nikhil+Desai,0
Evelyn+Berezin,12
Krzysztof M.+Graczyk,39
Ludovica+Cotta-Ramusino,3
Nikoleta B.+Simeonova,20
Mordehai+Milgrom,75
Sumanta+Kundu,6
Salvador+Barraza-Lopez,118
Saicharan+Aswartham,3
Koji+Hashiguchi,11
Nicholas K.+Lowman,0
Henrik+Grönbeck,30
Dario+Bercioux,113
Simone+Peirone,0
Claudio+Battistoni,3
Björn+Korff,0
Eiji+Shikoh,75
Andreas+Michels,27
Victor S.+L'vov,148
Gilbert+Moultaka,24
Małgorzata+Okrasa,6
Cecile+Monthus,49
Laurent+Fourtune,10
Furrukh+Khan,5
Moshe+Fraenkel,1
Rodrigo F.+Sobreiro,0
Jess B.+Sturgeon,9
Benoit+Famaey,14
Rolf+Köhler,1
Hideo+Sekino,0
Yukiyoshi+Ohtsuki,35
Van Sérgio+Alves,15
Zoubida+Hammadi,0
Markus+Grüninger,53
Samir Ranjan+Sarkar,2
Lev+Plimak,2
Nicholas+Engel,3
Graham+Kells,36
Andrea+Melzer,2
Elman Mohammed-Oglu+Shahverdiev,2
Francesca+Cuteri,4
Gleb B.+Sukhorukov,4
Xiaopeng+Shen,4
Filipa+Pinto,1
Siamak+Shahabi,42
Enrique+Louis,10
Vladimir+Poborchii,1
Agnieszka+Herman,2
Rémy+Braive,1
Enrico+Traversa,0
Charles W.+Peck,44
Clark L.+Allred,4
Greg+Recine,1
Hector+Giacomini,16
Stijn+Verlaak,24
Antony J.+Williams,0
Vadim+Guzey,1
Jan+Ambjørn,30
Franz+Hinteleitner,9
Carlos+Criado,4
Philippe+Beltrame,5
Masakazu+Yamazaki,15
Ivor L.+Preiss,60
Qingfei+Chen,37
Andrzej Z.+Maksymowicz,0
Bram+Wynants,58
Yukichi+Sasaki,0
Kikuji+Hirose,265
Serge+Martin,23
Amit+Das,3
Varun+Verma,3
Christian Holm+Christensen,21
Susana+Gota,46
Keishi+Ohashi,2
Bernd+Wölfing,7
Anne+Vedvik,6
Fabien+Vialla,3
Khalid S.+Jassim,3
Kinya+Kobayashi,28
Ioannis+Chatzakis,30
Hiroaki+Yokota,4
Branko+Stojković,120
Shintaroh+Sato,1
Eswar+Josyula,4
Florian+Ebert,45
Michael P.+Lilly,11
Tomi H.+Johnson,10
Gena V.+Shilov,0
Joël+Gasparro,3
Hiroshi+Furukawa,243
João R.+Medeiros,2
Janos+Polonyi,109
Keh-Jim+Dunn,73
Nissan+Maskil,27
Carla Sofia+Carvalho,4
Francisco J.+Sevilla,5
Noé+Cereceda,8
Hielke Freerk+Boersma,33
Zoran+Milosevich,4
Klaus+Pierz,48
Markus J.+Storcz,65
Benoy+Anand,0
Pawel+Górnicki,37
Gustaaf Van+Tendeloo,1
Jorge+Bravo-Abad,0
Trong Canh+Nguyen,38
Yitzhak+Frishman,60
Enrique R.+Batista,34
Marie-Line+Chabanol,24
Maytee+Lerttamrab,0
Klaus+Sibold,6
Mitsuhide+Takekoshi,1
Hidehito+Asaoka,63
Matilde+Vicentini-Missoni,3
Niurka+Quintero,4
Traian+Dumitricǎ,2
Suzanne E.+Mohney,0
Martin D.+Kaye,1
Ingo+Rehberg,360
Jason+Doukas,91
Michael+Baudoin,14
Bernd+Fröhlich,156
Nelson+Christensen,287
Edgar+Grosse Westhoff,1
Jukka+Jokisaari,2
Amos+Kuditcher,12
Jacques+Darville,18
Sei-ichiro+Suga,141
Sergei+Prokofjev,5
Werner+Keune,7
Namic+Kwon,6
Miguel+Trejo,0
Arnaud+Bultel,4
Hendrik+Kuhn,6
Günter+Möbus,0
Guillaume+Martin,3
Horacio R.+Salva,0
Hiroyuki+Noumi,3
Masato+Suzuki,15
Julien+Favand,36
Alberto+Diaz,0
René+Reimann,111
Haitao+Huang,5
Tom Henning+Johansen,9
Timothy+Cohen,155
Vít+Jakubský,45
Christian+Jungen,29
Darrell+Lamm,0
Janja+Makarević,0
Michel+Boyer,14
Jonathan R.+Clausen,1
José E.+Ripper,0
Jovica+Stanojevic,95
Masoud+Sarvestani,30
Christopher A.+Baird,8
Hassan+Masoud,5
Andrei Y.+Istomin,30
Russell S.+Bartlett,16
Daniela+Orani,21
Claudio+Ranghiasci,0
James P.+Cowin,8
Javier+Blasco,206
Nils+Hojdis,0
Masaki+Nitta,0
Adam G.+Hendricks,3
Rinaldo Wander+Montalvão,5
William K.+Dean,2
William C. G.+Ortel,8
Camille Y.+Jones,0
W. Matthew C.+Foulkes,104
Jordi+Tiana-Alsina,0
Pablo I.+Tamborenea,17
Arend+Hintze,0
Bardia+Pezeshki,11
Christopher P.+Herzog,471
Homer+Antoniadis,27
Laurent P.+Lévy,136
Oliver+Friedrichs,2
Keith+Katahara,4
Yangmei+Chen,0
Olli+Ahonen,2
Antonio+Gião,2
Mathew+Sullivan,4
Tobias+Verdorfer,0
Katsuhiro+Kawashima,3
Steven D.+Bennett,62
H. Bruce+Stewart,9
Dörthe+Malzahn,0
Sayeef+Salahuddin,0
Janine+Shertzer,31
Toen+Castle,3
Aaron M.+Lindenberg,11
Franco+Camera,102
Jag+Sankar,4
Yolanda M. M.+Knops,24
Krešimir+Salamon,1
Handong+Sun,11
Takasuke+Sakai,6
Alim B.+Alchagirov,34
Minette M.+Mohan,19
Jacob+Scheuer,23
Werner+Fabian,2
Stuart S. P.+Parkin,263
Neil T.+Hunt,1
Julien+Degorre,18
Ivan+Vitev,395
Chris L. M.+Wong,26
Reiner+Kree,44
Walter T.+Strunz,375
Victor P.+Henri,0
Rosa+Glöckner,6
Vera+Cherepinsky,0
Zbigniew W.+Gortel,120
Marco+Lamperti,3
Albert D.+Liao,4
Bruno Otávio S.+Teixeira,0
Igor L.+Novak,5
Keith W.+Ver Steeg,8
Hitoshi+Iwasaki,1
Nickolai+Zhavoronkov,18
Bernd+Staginnus,35
Margit+Bässler,2
Garth+Williams,15
Øivin+Holter,8
Arto+Nurmikko,22
Ingo+Dreissigacker,12
Krzysztof+Rosołek,5
Victor+Danilov,1
Steven G.+Johnson,914
James R.+Shepard,4
Ayelet+Pnueli,4
Hartmut+Bartelt,57
Falco+Hüser,47
Keith S.+Pickens,5
SangChul+Yoon,13
Cássio Sozinho+Amorim,3
Philippe W.+Courteille,64
Samuel+Borenstein,26
Akio+Morita,37
Mihail+Mihailescu,22
Wanderson G.+Wanzeller,2
Pascal+Morel,0
Jonas+Schultz,52
Kleanthes+Koniaris,31
Aidan I.+Brown,0
Hüseyin+Oymak,5
Najem+Moussa,10
James A.+Hawreliak,11
Chris D.+Greenman,0
Michael+Schwall,0
Arif -uz+-Zaman,1
Nikolay G.+Galkin,0
Philip+Rohringer,0
Stéphane+T’Jampens,27
Theodore L.+Houk,19
Rimantas+Lazauskas,152
Puru+Voruganti,41
Kipp+Cannon,142
Masami+Terauchi,28
Christer+Enkvist,39
Tadashi+Shinmura,3
Clarina-dela+Cruz,2
Leszek J.+Spalek,31
Frank+Schmidt,5
Rosanna+Danza,8
Lisa M.+Struck,17
Wolfgang+Jaus,197
Timo H.+Virtanen,4
William+Moreau,0
Kouhei+Takahashi,11
Taku+Izubuchi,198
Cristian C.+Lalescu,2
Laura+Corner,12
Lidija+Šiller,3
Rodrigo C. V.+Coelho,0
Marcello+Mamino,4
Andre+Beck,3
Elena I.+Novikova,2
Jens+Onsgaard,10
Siu-kau+Chan,6
Louis J.+Dubé,113
Litao+Sun,32
Thibaut+Sylvestre,11
Imre+Santa,2
Renaud+Dealaunay,5
Karthik+Guda Vishnu,3
Shlomi+Hillel,5
Ryusuke+Matsunaga,128
Jonathan+Radin,13
Anton+Tamtögl,10
Michael+Pustilnik,200
Patrick+Nash,0
Klaudia+Gołos,0
Marek+Czachor,157
Hans Juerg+Stocker,2
Pierre+Nataf,101
Grzegorz+Kondrat,42
Beena+Kuruvilla,1
Sebastian+Treiber,0
Blake P.+Wood,20
Andrea+Bergschneider,36
Witold+Chałupczak,1
Elena+Venturini,0
Elena V.+Tartakovskaya,21
Alberto+Salazar,0
Steffen+Wolf,66
Florent+Houdellier,5
Lawrence J.+Dunne,4
Riccardo+Apreda,17
William E.+Harte,26
Ilham Al+Mahamid,1
Rostislav+Boltyanskiy,20
J. Javier+Cobos-Martinez,7
Greg J.+Stephens,12
Rachabattuni+Purushottamudu,1
Shawn+Fostner,5
Jerome+Bonnet,0
Shiladitya+Banerjee,10
Evgeny+Simonov,3
Alexei+Kaltchenko,0
Alfred+Trautwein,12
Hiro-aki+Komine,23
Yoshinobu+Kuramashi,146
Keisuke+Ohashi,530
Alexei+Bosak,0
Steven W.+Meier,5
Jeremiah R.+Lowney,0
Raul C.+Munoz,7
Kamel+Khelifa-Kerfa,0
Frank+Tecker,1
Jennifer Lesage+De La Haye,3
Matt+Haney,3
Karen K.+Gleason,40
Martina M.+Brisudová,29
Pierluigi+Monaco,0
Anne Laure+Barra,114
Serguei V.+Ryjkov,19
Huale+Xu,166
Michel+Bawin,13
Adam+Humeniuk,0
Kyle J.+Solis,0
S. Masoomeh+Hashemi,2
Tejodher+Muppidi,7
Lutz+Maibaum,41
Dennis+Kupitz,7
Takabumi+Humoto,4
William+Jo,0
Sergio+Koval,11
Gregory+Jaczko,22
Ulrike+Nitzsche,26
Adriana+Šprincová,5
Toshio+Ono,87
Alfredo+Pérez,1
Florian H.+Schader,1
Pascale+Foury-Leylekian,61
Terukazu+Kato,0
Barun+Ghosh,6
Carina+Höglund,13
Liliane+Biskupek,0
Peter+Lillehei,0
Eva Y.+Andrei,7
Dmitri+Sorokin,58
Monique R.+Chacon-Taylor,2
Furio+Ercolessi,166
Masatoshi+Yamomoto,3
Cecil E.+Leith,32
Ritesh+Narang,32
Asutosh+Kumar,6
Rasmus Søgaard+Christensen,16
Reda+Moubah,0
Anne+Lelarge,6
Soumen+Bag,3
Jugoslav+Stahov,21
Jacek+Miȩkisz,1
Michael C.+Avery,13
Monique+Caby,24
Saad E.+Hebboul,1
Stanisław+Krukowski,5
Hynek+Lavička,5
Klaus+Zimmermann,13
Paulo Cesar+Rech,3
Mohammad+Mokim,2
Brigitte+Strohmaier,3
Altaf+Hussain,1
Naftali+Tishby,13
Mélodie+Auriol,1
Adi+Makmal,37
Velimir+Bardek,8
Sergey L.+Skornyakov,1
Hiroaki+Matueda,1
Matthew+Redshaw,146
Erik+Dvergsnes,6
Philippe+Royer,1
Takuya+Horio,7
Danilo+Babusci,2
Kranti+Kumar,43
Jeffrey R.+Hill,4
Anton A.+Winkler,11
Kalidas+Bhadra,23
Pablo I.+Hurtado,196
Roberto+Morandotti,366
Flavio+Ronetti,6
Michael+Sandmann,0
W. Udo+Schröder,21
Michael+Stern,2
Kay-Uwe+Giering,19
Balazs+Újfalussy,11
Lotte+Søgaard-Andersen,51
Takanobu+Amano,0
Andreas+Neuper,9
Randall S.+Frost,0
Uwe+Hergenhahn,13
José+Pérez,84
Marek+Cieplak,807
Charles H.+Patterson,34
Peter+Mausbach,14
Momchil+Minkov,16
Antoine+Seguin,20
Bas+Nijholt,0
Heinrich M.+Jaeger,1467
Renato E.+Mirollo,117
William+Ambler,0
Fabrizio+Cossu,7
Ronald W.+Landau,0
Samuel+Bouvron,4
Hyungjin+Kim,16
Tsuyoshi+Miyazaki,59
Soumendu+Datta,7
Andrzej A.+Jarzęcki,5
Peter P.+Radi,0
Jordi+Ribas-Ariño,0
Malcolm+Perry,47
Christopher+Jekeli,48
Dmitri+Tseluiko,0
Jennifer+Wright,2
Stanisław+Lipiński,35
Dirk-Michael+Harmsen,1
Tsutomu+Shimura,50
Russell A.+Donovan,0
Luca+Rottoli,1
Margery+Simpson,0
Yuki+Kawaguchi,494
Tsukasa+Hirayama,8
Susanne+Jähnert,5
Markus+Arndt,389
Jeffrey M.+Rabin,39
Roger J.+Reeves,19
Núria+Petit-Garrido,3
Cefe+López,1
Yoshio+Kobayashi,2
Frances+Williams,0
Alexey+Popov,1
Daisuke+Nakajima,0
Andreas+Deuchert,5
Arun+Verma,4
Linus+Fröberg,3
THEODORE D.+SCHULTZ,22
Chiara+Vitelli,161
Peter+Schurtenberger,52
Bjørn+Jensen,27
Michael+Abramowski,1
Anatoly+Golovnev,0
Keith H.+Johnson,19
Regis+Debord,0
Claudio+Cacciapuoti,2
Noel F.+Smyth,180
Adam+Bartnik,19
János+Kertész,382
Ihab+El-Kady,2
Jack+Mulroue,3
Athavan+Nadarajah,0
Arnab+Pal,17
Alessandro+Volpi,35
Kenji+Watanabe,219
Vesa+Halonen,7
Szabolcs+Borsányi,25
Marco O. P.+Sampaio,17
Anindita+Ghosh,3
Adrian Lorenz+Blum,24
Yaakov+Rosenfeld,769
Stanley H.+Christensen,2
Michael S.+Strano,33
Raphael+von Roten,11
Eyal+Hulata,41
Mirko+Kloppstech,0
Walter F.+Smith,62
Ludmila+Rechiman,2
James R.+Faeder,1
James M.+Sullivan,12
Yuriy+Zakrevskyy,0
Gheorghe S.+Paraoanu,1
