Paper,Gender,NumberOfCitations
10.1103/PhysRev.99.1092,f,1
10.1103/PhysRev.79.166.2,m,3
10.1103/PhysRevD.18.1757,m,0
10.1103/PhysRevD.81.044006,m,22
10.1103/PhysRevD.89.083534,m,6
10.1103/PhysRevB.87.125417,m,1
10.1103/PhysRevD.18.2872,m,1
10.1103/PhysRevC.94.054317,f,0
10.1103/PhysRevD.75.073019,m,3
10.1103/PhysRevE.54.5591,m,0
10.1103/RevModPhys.39.700,m,2
10.1103/PhysRev.55.966,m,4
10.1103/PhysRev.99.596,m,18
10.1103/PhysRev.173.755,f,22
10.1103/PhysRevLett.100.177202,m,2
10.1103/PhysRev.38.1506,m,2
10.1103/PhysRevD.31.393,m,0
10.1103/PhysRevE.90.012802,m,4
10.1103/PhysRevA.67.033805,m,0
10.1103/PhysRevB.79.220506,m,5
10.1103/PhysRevLett.92.170401,m,10
10.1103/PhysRevA.65.043814,m,0
10.1103/PhysRevE.88.069903,m,5
10.1103/PhysRevLett.109.250403,m,1
10.1103/PhysRev.15.476,m,2
10.1103/PhysRevB.10.1255,m,0
10.1103/PhysRev.138.B1320,m,2
10.1103/PhysRevB.61.7108,m,2
10.1103/PhysRevA.9.1195,m,8
10.1103/PhysRevE.87.052125,m,0
10.1103/PhysRevD.73.124010,m,4
10.1103/PhysRevLett.77.4487,m,4
10.1103/PhysRev.176.311,m,5
10.1103/PhysRevE.59.5701,m,1
10.1103/PhysRev.62.54,m,15
10.1103/PhysRevA.60.R2645,m,3
10.1103/PhysRevA.44.2495,m,2
10.1103/PhysRevLett.60.380,m,2
10.1103/PhysRev.75.989,m,6
10.1103/PhysRevLett.109.154302,m,1
10.1103/PhysRevLett.48.291,m,141
10.1103/PhysRevLett.79.4043,m,5
10.1103/PhysRevB.74.172408,m,0
10.1103/PhysRevC.85.044308,m,5
10.1103/PhysRevD.83.117901,m,22
10.1103/PhysRevD.17.1750,m,7
10.1103/PhysRev.97.380,m,127
10.1103/PhysRevB.91.041102,m,4
10.1103/PhysRevA.41.7049,m,2
10.1103/PhysRevD.60.084016,m,3
10.1103/PhysRevD.89.084058,m,6
10.1103/PhysRevA.37.2721,m,2
10.1103/PhysRev.47.238,m,0
10.1103/PhysRevE.66.016125,m,1
10.1103/PhysRevA.93.022119,f,4
10.1103/PhysRevB.51.15592,m,48
10.1103/PhysRev.37.897,m,1
10.1103/PhysRevLett.65.1741,m,0
10.1103/PhysRevD.64.106004,m,4
10.1103/PhysRevB.86.184421,m,11
10.1103/PhysRevA.70.032309,m,17
10.1103/PhysRevB.21.2415,f,59
10.1103/PhysRev.73.16,m,16
10.1103/PhysRevB.5.253,m,1
10.1103/PhysRevD.60.104051,m,2
10.1103/PhysRevA.81.053845,m,11
10.1103/PhysRevA.64.032303,f,3
10.1103/PhysRev.73.7,m,15
10.1103/PhysRevB.46.7219,f,5
10.1103/PhysRevA.77.052304,m,1
10.1103/PhysRevE.55.4578,m,1
10.1103/PhysRevD.83.066006,m,2
10.1103/PhysRevA.87.012321,m,15
10.1103/PhysRevD.53.7377,m,8
10.1103/PhysRevD.89.121701,m,3
10.1103/PhysRevA.64.054102,m,12
10.1103/PhysRevB.79.174203,m,6
10.1103/PhysRevLett.75.1969,m,14
10.1103/PhysRevB.55.6372,m,1
10.1103/PhysRevB.36.516,m,2
10.1103/PhysRevB.60.R9904,m,0
10.1103/PhysRevD.90.064047,m,9
10.1103/PhysRevD.71.126005,m,0
10.1103/RevModPhys.52.653,m,1
10.1103/PhysRevA.92.042116,m,4
10.1103/PhysRevB.18.966,m,4
10.1103/PhysRevD.78.023507,m,13
10.1103/PhysRevLett.60.1906,m,3
10.1103/PhysRevA.63.036302,m,1
10.1103/PhysRevA.48.3256,m,6
10.1103/PhysRevLett.47.1496,m,75
10.1103/PhysRevLett.61.2019,m,11
10.1103/PhysRevLett.69.1831,m,9
10.1103/PhysRevC.75.044001,f,6
10.1103/PhysRevD.35.1305,m,2
10.1103/PhysRevB.74.245101,m,14
10.1103/PhysRevD.65.061503,m,6
10.1103/PhysRevC.48.472,m,4
10.1103/PhysRevLett.100.053002,m,27
10.1103/PhysRevB.45.9455,m,4
10.1103/PhysRev.143.990,m,6
10.1103/PhysRevB.66.245311,m,7
10.1103/PhysRevE.60.1329,m,3
10.1103/PhysRevD.65.074033,m,1
10.1103/PhysRevD.5.1417,m,4
10.1103/PhysRevD.63.014002,m,1
10.1103/PhysRevLett.87.074301,m,13
10.1103/PhysRevD.79.043515,m,3
10.1103/PhysRev.95.1502,m,6
10.1103/PhysRev.86.570,m,10
10.1103/PhysRevD.66.065009,m,1
10.1103/PhysRevLett.98.218104,m,1
10.1103/PhysRevLett.67.2545,m,18
10.1103/PhysRevD.41.3283,m,2
10.1103/RevModPhys.12.1,m,13
10.1103/PhysRevD.3.234,f,9
10.1103/PhysRevLett.2.423,m,2
10.1103/PhysRevA.78.042324,m,7
10.1103/PhysRevD.77.124029,m,5
10.1103/PhysRevB.6.4084,m,0
10.1103/PhysRevA.93.032136,m,6
10.1103/PhysRevE.79.026102,m,0
10.1103/PhysRevD.78.105009,m,2
10.1103/PhysRevLett.91.196803,f,27
10.1103/PhysRevB.68.165209,m,2
10.1103/PhysRevA.2.948,m,1
10.1103/PhysRev.38.376,m,1
10.1103/PhysRevSeriesI.21.1,m,2
10.1103/PhysRev.87.528,m,20
10.1103/PhysRev.52.1054,m,1
10.1103/PhysRevD.84.063514,m,12
10.1103/PhysRevA.92.010101,f,1
10.1103/PhysRevB.41.12334,m,5
10.1103/PhysRevD.31.581,m,0
10.1103/PhysRev.140.B410,m,30
10.1103/PhysRev.129.1181,m,17
10.1103/PhysRevD.43.1428,m,16
10.1103/PhysRevD.84.095012,m,6
10.1103/PhysRevE.62.6233,m,19
10.1103/PhysRev.37.1006,m,0
10.1103/PhysRevA.82.032308,m,2
10.1103/PhysRevB.22.5441,f,2
10.1103/PhysRevC.88.034902,m,2
10.1103/PhysRevD.90.044055,f,3
10.1103/PhysRevD.78.037101,m,3
10.1103/PhysRevD.14.2596,m,3
10.1103/PhysRevD.6.1153,m,5
10.1103/PhysRevLett.95.261102,m,82
10.1103/PhysRevLett.84.350,m,17
10.1103/PhysRev.91.425.2,m,0
10.1103/PhysRevD.70.114006,m,3
10.1103/PhysRevLett.67.158,m,22
10.1103/PhysRevA.25.1445,m,27
10.1103/PhysRevE.80.021140,m,6
10.1103/PhysRevD.91.084036,m,0
10.1103/PhysRevE.48.919,m,4
10.1103/PhysRevB.24.7093,m,2
10.1103/PhysRevD.41.1227,m,8
10.1103/PhysRevLett.47.399,m,4
10.1103/PhysRevA.74.022327,m,1
10.1103/PhysRevB.60.4778,m,0
10.1103/PhysRevC.31.1365,m,9
10.1103/PhysRevD.81.014027,m,6
10.1103/PhysRevA.70.053814,m,9
10.1103/PhysRev.52.529,m,9
10.1103/PhysRevB.66.144104,m,28
10.1103/PhysRevD.85.055025,m,10
10.1103/PhysRevD.49.R3075,m,6
10.1103/PhysRevB.18.2013,m,16
10.1103/PhysRevD.20.2619,m,502
10.1103/PhysRevD.27.2277,m,1
10.1103/PhysRevE.83.050902,m,2
10.1103/PhysRev.145.500,m,15
10.1103/PhysRevD.33.338,m,0
10.1103/PhysRevB.38.4916,f,96
10.1103/PhysRevD.66.034027,m,4
10.1103/PhysRevA.28.40,f,6
10.1103/PhysRev.125.366,m,4
10.1103/PhysRevE.73.061914,m,6
10.1103/PhysRevD.59.114012,f,2
10.1103/PhysRevD.60.104054,f,8
10.1103/PhysRevA.40.6781,m,1
10.1103/PhysRevLett.56.103,m,1
10.1103/PhysRevE.70.066131,m,14
10.1103/PhysRev.65.300,m,0
10.1103/PhysRevE.54.R5885,m,3
10.1103/PhysRev.166.1539,m,66
10.1103/PhysRevE.83.056405,m,5
10.1103/PhysRevA.91.063401,m,10
10.1103/PhysRevLett.109.061601,m,4
10.1103/PhysRevD.3.1343,m,6
10.1103/PhysRev.122.1062,m,12
10.1103/PhysRevD.25.273,m,1
10.1103/PhysRevLett.53.1100,m,5
10.1103/PhysRevB.49.12864,m,3
10.1103/PhysRevB.62.2806,m,35
10.1103/PhysRevD.1.3345,m,8
10.1103/PhysRevD.30.1238,m,3
10.1103/PhysRevE.80.056206,m,3
10.1103/PhysRev.160.1582.2,m,3
10.1103/PhysRev.169.281,m,21
10.1103/PhysRev.89.1090,m,17
10.1103/PhysRevD.74.084030,m,0
10.1103/PhysRevD.40.3782,m,0
10.1103/PhysRevB.34.2926,m,8
10.1103/PhysRev.62.144,f,8
10.1103/PhysRevB.73.125113,m,2
10.1103/PhysRev.140.A914,m,1
10.1103/PhysRevA.2.566,m,2
10.1103/PhysRevD.54.4764,m,20
10.1103/PhysRevLett.65.2889,m,4
10.1103/PhysRevE.89.022706,m,3
10.1103/PhysRevD.74.124030,m,4
10.1103/PhysRevA.59.R4125,m,21
10.1103/PhysRevB.11.462,m,10
10.1103/PhysRevA.84.043603,m,23
10.1103/PhysRevA.82.054104,m,0
10.1103/PhysRevA.45.1333,m,0
10.1103/PhysRevB.35.4775,m,0
10.1103/PhysRevD.7.1924,m,0
10.1103/PhysRevLett.102.149701,m,1
10.1103/PhysRevD.35.3255,m,2
10.1103/PhysRevA.53.1285,m,3
10.1103/PhysRevE.47.4611,m,1
10.1103/PhysRevA.7.828,m,1
10.1103/PhysRevLett.5.191,m,1
10.1103/RevModPhys.33.623,m,5
10.1103/PhysRevD.75.064023,m,7
10.1103/PhysRevD.50.7578,m,0
10.1103/PhysRevA.88.053623,f,6
10.1103/PhysRev.94.1728,m,3
10.1103/PhysRev.139.A934,m,36
10.1103/PhysRevD.93.035023,m,0
10.1103/PhysRevE.88.032112,m,4
10.1103/PhysRevLett.64.2844,m,116
10.1103/PhysRevA.5.470,m,0
10.1103/PhysRevE.47.1441,m,0
10.1103/PhysRev.82.759.2,m,0
10.1103/PhysRevB.57.492,f,19
10.1103/PhysRevD.32.3184,m,0
10.1103/PhysRevD.25.2103,m,1
10.1103/PhysRevE.56.6586,m,3
10.1103/PhysRevD.49.5026,m,5
10.1103/PhysRevD.69.045007,m,16
10.1103/PhysRevD.4.1325,m,1
10.1103/PhysRevB.74.035212,m,1
10.1103/PhysRevD.72.023515,m,13
10.1103/PhysRevLett.56.2176,m,54
10.1103/PhysRevE.54.R2209,m,2
10.1103/PhysRevD.83.056001,m,14
10.1103/PhysRev.116.406,m,6
10.1103/PhysRevA.41.3689,m,9
10.1103/PhysRevB.52.10390,m,5
10.1103/PhysRev.11.461,m,2
10.1103/PhysRev.152.46,m,11
10.1103/PhysRevD.87.034042,m,2
10.1103/PhysRev.73.521.2,m,0
10.1103/PhysRevA.27.857,m,1
10.1103/PhysRevLett.81.4692,m,14
10.1103/PhysRevA.84.063808,m,2
10.1103/PhysRevE.86.061110,m,0
10.1103/PhysRevD.50.5450,m,0
10.1103/PhysRevA.28.2881,m,0
10.1103/PhysRevD.21.3257,m,1
10.1103/PhysRevB.35.5868,m,2
10.1103/PhysRevB.72.014126,m,2
10.1103/PhysRevD.54.808,m,0
10.1103/PhysRevE.86.041131,m,1
10.1103/PhysRevA.42.711,m,66
10.1103/RevModPhys.78.1111,f,37
10.1103/PhysRevLett.82.3936,m,1
10.1103/PhysRevLett.20.1221.3,m,9
10.1103/PhysRevLett.52.1333,m,65
10.1103/PhysRevA.34.3500,f,8
10.1103/PhysRevD.74.054019,m,11
10.1103/PhysRevLett.94.040502,f,19
10.1103/PhysRevB.51.1855,m,7
10.1103/PhysRevLett.18.50,m,8
10.1103/PhysRevD.93.085024,m,0
10.1103/PhysRev.82.112,m,3
10.1103/PhysRevA.89.033825,m,8
10.1103/PhysRevA.69.042111,m,2
10.1103/PhysRevB.67.212408,f,5
10.1103/PhysRevLett.77.4748,m,14
10.1103/PhysRevLett.98.214502,f,3
10.1103/PhysRevE.84.016108,f,2
10.1103/PhysRevE.76.011114,m,2
10.1103/PhysRevD.68.017501,m,3
10.1103/PhysRevB.56.14058,f,4
10.1103/PhysRevA.85.012331,m,0
10.1103/PhysRevE.84.062101,m,2
10.1103/PhysRevD.23.2835,m,0
10.1103/PhysRev.97.1186,m,32
10.1103/PhysRev.122.748,m,5
10.1103/PhysRevB.9.1388,m,3
10.1103/PhysRevD.77.104031,m,7
10.1103/PhysRevD.90.015001,m,8
10.1103/PhysRevD.12.3835,m,2
10.1103/PhysRevD.55.3318,m,1
10.1103/PhysRevLett.80.3671,m,1
10.1103/PhysRev.88.1213,m,10
10.1103/PhysRevB.67.214404,m,1
10.1103/PhysRevB.36.8147,m,2
10.1103/PhysRevB.52.9611,m,2
10.1103/PhysRevLett.62.993,m,6
10.1103/PhysRevA.84.062320,m,1
10.1103/PhysRevB.49.7763,m,4
10.1103/PhysRevLett.53.315,m,28
10.1103/PhysRevB.47.16427,m,27
10.1103/RevModPhys.73.713,m,1
10.1103/PhysRevB.80.245302,m,1
10.1103/PhysRev.181.1984,m,3
10.1103/PhysRevD.62.044016,m,6
10.1103/PhysRevA.72.023808,m,7
10.1103/PhysRevD.52.7046,m,34
10.1103/PhysRev.166.1828,m,1
10.1103/PhysRev.124.649,f,74
10.1103/PhysRevA.73.023421,m,10
10.1103/PhysRevB.43.6750,m,2
10.1103/PhysRevE.58.6858,m,2
10.1103/PhysRevD.6.419,m,31
10.1103/PhysRevLett.9.305,m,2
10.1103/PhysRevB.71.174426,m,15
10.1103/PhysRevD.32.637,m,6
10.1103/PhysRevD.66.049901,m,2
10.1103/PhysRevD.14.3174,f,5
10.1103/PhysRevA.40.4322,m,6
10.1103/PhysRev.80.99,f,4
10.1103/PhysRevE.81.026703,m,1
10.1103/PhysRevB.23.453,m,2
10.1103/PhysRevE.76.041508,m,1
10.1103/PhysRevA.38.6255,m,12
10.1103/PhysRevLett.77.2225,m,16
10.1103/PhysRevE.93.030201,m,0
10.1103/PhysRevE.73.066213,m,4
10.1103/PhysRevLett.98.211601,m,11
10.1103/PhysRevSTAB.11.120001,m,0
10.1103/PhysRevE.59.2966,m,2
10.1103/PhysRevE.77.016602,m,3
10.1103/PhysRevLett.61.503,m,8
10.1103/PhysRevA.4.1560,m,8
10.1103/PhysRev.116.16,m,3
10.1103/PhysRevD.41.1810,m,1
10.1103/PhysRevB.11.5059,m,7
10.1103/PhysRevB.58.15827,m,5
10.1103/PhysRev.78.714,m,14
10.1103/PhysRevA.37.158,m,6
10.1103/PhysRevLett.17.1303,m,89
10.1103/PhysRevA.23.3341,m,0
10.1103/PhysRevA.46.4138,m,8
10.1103/PhysRevLett.57.919,m,0
10.1103/PhysRev.141.1582,m,2
10.1103/PhysRevA.20.1246,m,9
10.1103/PhysRevLett.42.1339,m,3
10.1103/PhysRevE.66.011103,m,3
10.1103/PhysRevA.29.92,m,0
10.1103/PhysRevB.35.8265,m,16
10.1103/PhysRevA.72.062103,m,0
10.1103/PhysRevC.61.055802,m,2
10.1103/PhysRevB.89.014405,m,2
10.1103/PhysRev.105.944,m,9
10.1103/PhysRevD.51.4503,m,11
10.1103/PhysRevE.65.047701,m,5
10.1103/PhysRev.119.241,m,0
10.1103/PhysRevB.27.2535,m,3
10.1103/PhysRevD.8.2922,m,0
10.1103/PhysRevD.43.2542,m,41
10.1103/PhysRevLett.76.46,m,12
10.1103/PhysRevD.79.105014,m,0
10.1103/PhysRevE.84.050501,m,12
10.1103/PhysRevLett.25.1336,m,1
10.1103/PhysRevA.51.3386,f,0
10.1103/PhysRevD.85.081702,f,5
10.1103/PhysRevA.60.2039,m,1
10.1103/PhysRevA.73.013616,m,3
10.1103/PhysRevC.86.014908,m,3
10.1103/PhysRevA.87.022102,m,10
10.1103/PhysRev.55.1102.2,f,0
10.1103/PhysRevA.88.012331,m,2
10.1103/PhysRevD.66.077503,m,5
10.1103/PhysRev.76.448,m,6
10.1103/PhysRevB.71.092506,m,1
10.1103/PhysRevA.27.1491,m,7
10.1103/PhysRevE.56.5257,m,5
10.1103/PhysRevD.59.124009,m,0
10.1103/PhysRevLett.40.1663,m,0
10.1103/PhysRev.178.978,f,22
10.1103/PhysRevD.64.104003,m,5
10.1103/PhysRevLett.104.099701,m,6
10.1103/PhysRevD.91.027301,m,8
10.1103/RevModPhys.31.147,m,2
10.1103/RevModPhys.54.685,m,18
10.1103/PhysRevD.88.024037,m,4
10.1103/PhysRevLett.63.816,m,1
10.1103/PhysRevE.91.032149,m,1
10.1103/PhysRev.148.362,f,149
10.1103/PhysRevB.21.4751,m,4
10.1103/PhysRev.139.B607,f,6
10.1103/PhysRevB.74.014419,m,0
10.1103/PhysRevA.45.8965,f,0
10.1103/PhysRev.96.1543,m,6
10.1103/PhysRev.82.757.2,m,0
10.1103/PhysRev.129.2766,m,27
10.1103/PhysRevA.66.052313,m,13
10.1103/PhysRev.115.303,m,40
10.1103/PhysRev.93.371,m,0
10.1103/RevModPhys.66.1117,m,2
10.1103/PhysRev.159.953,m,0
10.1103/PhysRev.106.354,f,3
10.1103/PhysRev.163.1802,m,30
10.1103/PhysRevLett.17.375,m,2
10.1103/PhysRev.119.940,m,16
10.1103/PhysRevA.78.023832,f,10
10.1103/PhysRevA.77.035802,m,5
10.1103/PhysRevE.47.1427,m,10
10.1103/PhysRev.21.143,m,7
10.1103/PhysRevD.18.2128,m,0
10.1103/PhysRev.155.1539,m,6
10.1103/PhysRevB.46.15534,m,1
10.1103/PhysRevA.1.360,m,3
10.1103/PhysRevLett.89.261301,m,63
10.1103/PhysRevD.33.324,m,8
10.1103/PhysRevA.39.2718,m,0
10.1103/PhysRevB.30.5183,m,3
10.1103/PhysRevLett.30.722,f,2
10.1103/PhysRevD.13.2707,m,6
10.1103/PhysRev.38.1989,m,2
10.1103/PhysRev.139.B1633,m,4
10.1103/PhysRevD.51.6847,m,53
10.1103/PhysRevA.94.042301,m,0
10.1103/PhysRevD.75.102002,m,1
10.1103/PhysRev.43.329,m,3
10.1103/PhysRevD.62.097902,m,3
10.1103/PhysRevLett.14.599,m,6
10.1103/PhysRev.105.823,m,15
10.1103/PhysRevC.44.1171,m,1
10.1103/PhysRevB.57.7661,m,7
10.1103/PhysRevLett.93.152001,m,38
10.1103/PhysRevD.87.045003,m,2
10.1103/PhysRevE.81.066315,m,0
10.1103/PhysRev.51.170,m,5
10.1103/PhysRevB.71.224404,m,6
10.1103/PhysRevD.82.024026,m,1
10.1103/PhysRev.154.385,m,67
10.1103/PhysRevLett.84.3519,m,44
10.1103/PhysRevD.82.123528,m,3
10.1103/PhysRevD.60.064015,f,4
10.1103/PhysRevB.94.064523,m,0
10.1103/PhysRevD.91.054003,m,0
10.1103/PhysRevC.35.1463,m,4
10.1103/PhysRevLett.63.1455,m,25
10.1103/PhysRevB.23.3805,m,13
10.1103/PhysRevD.48.2493,m,9
10.1103/RevModPhys.8.267,m,13
10.1103/PhysRevD.65.117901,f,1
10.1103/PhysRevD.16.3094,m,0
10.1103/PhysRev.102.422,m,6
10.1103/PhysRevLett.89.144101,m,1
10.1103/PhysRevD.79.083506,m,9
10.1103/PhysRevA.5.923,m,1
10.1103/PhysRevD.35.1215,m,1
10.1103/PhysRevB.67.144404,m,11
10.1103/PhysRevE.88.022150,m,1
10.1103/PhysRev.96.523,m,11
10.1103/PhysRevB.69.134516,m,3
10.1103/PhysRevD.40.3512,m,1
10.1103/PhysRevA.7.1489,m,2
10.1103/PhysRev.101.903,m,14
10.1103/PhysRevD.94.126014,m,0
10.1103/PhysRev.119.1174,f,16
10.1103/PhysRevLett.93.205701,m,0
10.1103/PhysRevLett.61.2175,m,29
10.1103/PhysRevD.73.063506,m,33
10.1103/PhysRev.117.1281,m,2
10.1103/PhysRevA.43.3035,m,11
10.1103/PhysRev.110.337,m,3
10.1103/PhysRevD.75.123514,m,3
10.1103/PhysRevB.55.7005,f,10
10.1103/PhysRevD.34.1921,m,16
10.1103/PhysRevC.65.045805,m,8
10.1103/PhysRevLett.20.773,m,0
10.1103/PhysRevD.87.045013,m,4
10.1103/PhysRevB.60.6238,m,0
10.1103/PhysRevA.3.2044,m,9
10.1103/PhysRevD.75.085008,m,1
10.1103/PhysRevA.53.1310,m,4
10.1103/PhysRev.182.1357,m,1
10.1103/PhysRevD.64.066001,m,10
10.1103/PhysRevA.54.5327,m,2
10.1103/PhysRev.141.1082,m,7
10.1103/PhysRev.108.1629,m,1
10.1103/PhysRevLett.89.080602,m,6
10.1103/PhysRevB.58.1230,m,2
10.1103/PhysRevB.45.6623,m,0
10.1103/PhysRevD.27.2542,m,5
10.1103/PhysRevLett.22.856,m,4
10.1103/PhysRev.43.580.2,m,1
10.1103/PhysRevA.83.012302,m,2
10.1103/PhysRevB.80.180301,m,3
10.1103/PhysRevA.39.5932,m,11
10.1103/PhysRevD.59.123506,m,4
10.1103/PhysRevD.92.054009,m,6
10.1103/PhysRevE.50.2952,m,4
10.1103/PhysRev.125.347,m,5
10.1103/PhysRevD.2.247,m,9
10.1103/PhysRevA.81.043617,m,1
10.1103/PhysRevD.41.3446,m,0
10.1103/PhysRev.85.962,f,17
10.1103/PhysRev.168.150,m,4
10.1103/PhysRev.134.A1235,m,21
10.1103/PhysRevB.62.R9279,m,5
10.1103/PhysRevD.3.346,m,87
10.1103/PhysRev.132.978,m,5
10.1103/PhysRevB.15.3297,m,6
10.1103/PhysRev.117.1345,m,3
10.1103/PhysRevLett.58.755,m,4
10.1103/PhysRevE.84.041919,m,3
10.1103/PhysRev.95.761,m,6
10.1103/PhysRevC.70.034604,m,2
10.1103/PhysRevLett.59.1976,m,1
10.1103/PhysRevLett.89.177201,m,29
10.1103/PhysRev.97.647,m,19
10.1103/PhysRev.185.168,m,2
10.1103/PhysRevB.93.245104,m,0
10.1103/PhysRevD.82.104031,m,3
10.1103/PhysRevD.8.3026,m,5
10.1103/PhysRevA.78.053413,m,4
10.1103/PhysRevD.83.023502,m,6
10.1103/PhysRevLett.56.1103,m,38
10.1103/PhysRevB.83.205110,m,5
10.1103/PhysRevD.90.124090,m,0
10.1103/PhysRevD.84.126009,m,1
10.1103/PhysRev.64.126,m,1
10.1103/RevModPhys.74.775,m,138
10.1103/PhysRevE.58.1137,m,1
10.1103/PhysRevD.26.345,m,0
10.1103/PhysRevD.63.076010,m,2
10.1103/PhysRevD.85.125022,f,1
10.1103/PhysRevA.83.063615,m,1
10.1103/PhysRevE.56.1234,m,23
10.1103/PhysRevB.30.6783,m,19
10.1103/PhysRevD.77.043004,m,24
10.1103/PhysRev.124.1283,m,8
10.1103/PhysRevD.57.2349,m,2
10.1103/PhysRevD.86.097301,m,1
10.1103/PhysRevB.64.245340,m,8
10.1103/PhysRevLett.57.3298,m,0
10.1103/PhysRevD.8.1890,m,0
10.1103/PhysRevD.87.123516,f,2
10.1103/PhysRevD.11.2989,m,5
10.1103/PhysRevD.41.418,m,2
10.1103/PhysRevD.86.123507,m,0
10.1103/PhysRevLett.27.1042,m,0
10.1103/PhysRev.136.B1532,m,4
10.1103/PhysRevB.60.7496,m,4
10.1103/PhysRevA.79.063815,m,3
10.1103/PhysRev.177.93,m,2
10.1103/PhysRevD.14.827,m,0
10.1103/PhysRevA.71.043605,m,1
10.1103/PhysRev.96.1192,m,12
10.1103/PhysRev.94.734,m,2
10.1103/PhysRevB.86.064527,m,3
10.1103/PhysRevA.20.2629,m,0
10.1103/PhysRevD.92.085013,m,0
10.1103/PhysRevB.35.8256,m,11
10.1103/PhysRevB.46.14453,f,3
10.1103/PhysRevE.94.022414,f,0
10.1103/PhysRev.127.1411,m,17
10.1103/PhysRevB.34.8616,m,3
10.1103/PhysRevE.90.062120,f,1
10.1103/PhysRevLett.15.750,m,2
10.1103/PhysRev.56.186,m,4
10.1103/PhysRev.40.307,m,3
10.1103/PhysRevA.63.052112,m,5
10.1103/PhysRev.162.143,m,31
10.1103/PhysRevLett.66.2684,m,2
10.1103/PhysRevD.30.1637,m,1
10.1103/PhysRevD.45.1913,m,30
10.1103/PhysRev.170.306,m,16
10.1103/PhysRevD.30.2452,m,12
10.1103/PhysRevB.48.2627,m,3
10.1103/PhysRev.75.1815,m,15
10.1103/PhysRevD.75.054505,m,1
10.1103/PhysRevB.24.4068,m,3
10.1103/RevModPhys.3.392,m,1
10.1103/PhysRev.20.65,m,1
10.1103/PhysRevD.34.646,m,2
10.1103/PhysRevB.50.13006,m,59
10.1103/PhysRev.89.322.2,m,1
10.1103/PhysRevA.88.012122,m,1
10.1103/PhysRevB.18.6395,m,1
10.1103/PhysRev.88.1429.2,m,6
10.1103/PhysRev.166.404,m,27
10.1103/PhysRevA.65.033421,f,3
10.1103/PhysRev.133.B1162,m,20
10.1103/PhysRevB.52.7065,m,0
10.1103/PhysRevLett.52.417,f,48
10.1103/PhysRev.126.1421,m,6
10.1103/PhysRevE.62.4221,m,1
10.1103/PhysRevB.67.155110,m,0
10.1103/PhysRevE.89.032108,m,0
10.1103/PhysRevD.36.3674,m,3
10.1103/PhysRevA.54.670,m,2
10.1103/PhysRevLett.66.289,m,16
10.1103/PhysRevD.54.6408,m,2
10.1103/PhysRevLett.4.303,m,14
10.1103/PhysRevSTAB.14.014401,m,5
10.1103/PhysRev.153.1347,m,3
10.1103/PhysRevD.83.035022,f,10
10.1103/PhysRevD.74.123505,m,1
10.1103/PhysRevD.85.064007,m,10
10.1103/PhysRev.39.497,m,0
10.1103/PhysRevLett.43.529,m,3
10.1103/PhysRevD.52.4307,m,115
10.1103/PhysRevD.84.023510,m,4
10.1103/PhysRevB.31.1909,m,229
10.1103/PhysRevA.50.1465,m,0
10.1103/PhysRevLett.13.162,m,8
10.1103/PhysRevD.75.025010,m,3
10.1103/PhysRevA.92.023633,m,3
10.1103/PhysRevB.59.4799,m,5
10.1103/PhysRevC.66.035201,m,7
10.1103/PhysRevA.74.053406,m,4
10.1103/PhysRevA.56.3988,m,1
10.1103/PhysRev.115.939,m,18
10.1103/PhysRev.158.1444,m,10
10.1103/PhysRevD.12.1526,m,43
10.1103/PhysRev.124.2029,m,0
10.1103/PhysRevD.76.076001,m,1
10.1103/PhysRevLett.34.1198,m,3
10.1103/PhysRevLett.7.469,m,37
10.1103/PhysRevD.94.094013,m,0
10.1103/PhysRevD.66.074501,m,5
10.1103/PhysRevE.60.5208,m,3
10.1103/PhysRevA.12.232,m,16
10.1103/PhysRev.3.282,m,1
10.1103/PhysRevD.70.053013,m,25
10.1103/PhysRev.188.1583,m,0
10.1103/PhysRevD.77.063508,m,0
10.1103/PhysRevE.60.1060,f,1
10.1103/PhysRevB.45.7509,m,0
10.1103/PhysRevA.8.14,m,86
10.1103/PhysRev.52.130,m,0
10.1103/RevModPhys.29.334,m,16
10.1103/PhysRevA.63.052107,m,2
10.1103/PhysRevD.54.2421,m,38
10.1103/PhysRevB.12.1015,m,12
10.1103/PhysRevLett.66.527,m,47
10.1103/PhysRevSeriesI.33.208,m,3
10.1103/PhysRevA.84.034101,m,6
10.1103/PhysRevD.76.055012,m,0
10.1103/PhysRevE.88.042143,f,3
10.1103/PhysRevB.83.172504,m,0
10.1103/PhysRev.135.A1115,m,7
10.1103/PhysRevD.21.2075,m,11
10.1103/PhysRev.135.A985,m,1
10.1103/PhysRevLett.25.1761,m,1
10.1103/PhysRevD.88.104034,m,8
10.1103/PhysRevD.64.084026,m,6
10.1103/PhysRev.35.1360,m,2
10.1103/PhysRevLett.89.068902,m,5
10.1103/PhysRevB.89.094107,f,4
10.1103/PhysRevD.69.104019,m,8
10.1103/PhysRevC.76.024913,m,0
10.1103/PhysRevB.60.6705,m,13
10.1103/PhysRevB.23.3250,m,2
10.1103/PhysRevD.14.3244,m,1
10.1103/PhysRev.91.997,m,16
10.1103/PhysRevD.14.3520,m,12
10.1103/PhysRevD.49.5945,m,1
10.1103/PhysRevB.29.387,m,52
10.1103/PhysRevC.24.2659,m,14
10.1103/PhysRevB.58.15789,m,0
